                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15171 |      15171 |      15340 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171
    num cache misses                 |       5146 |       5030 |       5688 |       5871 |       5601 |       5578 |       5614 |       5536 |       5859
    miss rate                        |     33.92% |     33.16% |     37.08% |     38.70% |     36.92% |     36.77% |     37.00% |     36.49% |     38.62%
    mpki                             |       0.07 |       0.07 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |   59957584 |   59476089 |   60040261 |   59280267 |   59348735 |   58878500 |   58664511 |   59248977 |   59171467
    num cache misses                 |    9053923 |    9053912 |    9054256 |    9054362 |    9054257 |    9054220 |    9054250 |    9054234 |    9054290
    miss rate                        |     15.10% |     15.22% |     15.08% |     15.27% |     15.26% |     15.38% |     15.43% |     15.28% |     15.30%
    mpki                             |     129.30 |     130.34 |     129.12 |     130.78 |     130.63 |     131.67 |     132.15 |     130.85 |     131.02
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9059103 |    9058979 |    9059982 |    9060265 |    9059891 |    9059834 |    9059900 |    9059802 |    9060180
    num cache misses                 |    9054577 |    9054982 |    9055340 |    9055255 |    9055102 |    9055205 |    9055494 |    9055339 |    9054859
    miss rate                        |     99.95% |     99.96% |     99.95% |     99.94% |     99.95% |     99.95% |     99.95% |     99.95% |     99.94%
    mpki                             |     129.31 |     130.36 |     129.14 |     130.79 |     130.64 |     131.68 |     132.17 |     130.86 |     131.03
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9054611 |    9055019 |    9055379 |    9055288 |    9055136 |    9055244 |    9055531 |    9055373 |    9054890
    num cache misses                 |       2464 |       2478 |       2554 |       2457 |       2458 |       2485 |       2478 |       2471 |       2441
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22460 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.56 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      32.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1163 |       1188 |       1188 |       1176 |       1174 |       1189 |       1190 |       1188 |       1172
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
