                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       6272 |       5744 |       6598 |       6360 |       5680 |       6439 |       6040 |       6490 |       6586 |       5865 |       6265 |       6197
    miss rate                        |     41.36% |     37.88% |     43.51% |     41.94% |     37.04% |     42.46% |     39.83% |     42.80% |     43.43% |     38.67% |     41.31% |     40.86%
    mpki                             |       0.16 |       0.14 |       0.16 |       0.16 |       0.14 |       0.16 |       0.15 |       0.16 |       0.16 |       0.15 |       0.16 |       0.15
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39839 |      39839 |      40216 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8454 |       8170 |       8685 |       8443 |       8082 |       8429 |       8263 |       8598 |       8705 |       8162 |       8475 |       8434
    miss rate                        |     21.22% |     20.51% |     21.80% |     21.19% |     20.10% |     21.16% |     20.74% |     21.58% |     21.85% |     20.49% |     21.27% |     21.17%
    mpki                             |       0.21 |       0.20 |       0.22 |       0.21 |       0.20 |       0.21 |       0.21 |       0.21 |       0.22 |       0.20 |       0.21 |       0.21
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14757 |      13945 |      15315 |      14835 |      13796 |      14899 |      14334 |      15119 |      15321 |      14058 |      14772 |      14663
    num cache misses                 |      12165 |      11607 |      12073 |      12218 |      11385 |      12133 |      12005 |      12258 |      12189 |      11581 |      11787 |      12026
    miss rate                        |     82.44% |     83.23% |     78.83% |     82.36% |     82.52% |     81.43% |     83.75% |     81.08% |     79.56% |     82.38% |     79.79% |     82.02%
    mpki                             |       0.30 |       0.29 |       0.30 |       0.30 |       0.28 |       0.30 |       0.30 |       0.31 |       0.30 |       0.29 |       0.29 |       0.30
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12197 |      11638 |      12105 |      12250 |      11420 |      12165 |      12037 |      12292 |      12220 |      11613 |      11819 |      12058
    num cache misses                 |       2603 |       2590 |       2596 |       2598 |       2659 |       2604 |       2606 |       2595 |       2599 |       2579 |       2583 |       2580
    miss rate                        |     21.34% |     22.25% |     21.45% |     21.21% |     23.28% |     21.41% |     21.65% |     21.11% |     21.27% |     22.21% |     21.85% |     21.40%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31691 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.72 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      40.29 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1335 |       1312 |       1328 |       1324 |       1313 |       1325 |       1331 |       1326 |       1322 |       1298 |       1311 |       1310
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
