                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    num accesses                     |      40238 |      39845 |      39845 |      39920 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |         73 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        120 |        120 |        121 |        120 |        120 |        120 |        120 |        120 |        120 |        120
    num misses                       |        123 |        118 |        118 |        119 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     98.40% |     98.33% |     98.33% |     98.35% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15186 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5256 |       6448 |       6516 |       5411 |       6455 |       6617 |       5831 |       6631 |       6615 |       6530 |       6217
    miss rate                        |     34.28% |     42.52% |     42.97% |     35.63% |     42.57% |     43.64% |     38.45% |     43.73% |     43.62% |     43.06% |     41.00%
    mpki                             |       0.09 |       0.11 |       0.11 |       0.09 |       0.11 |       0.11 |       0.10 |       0.11 |       0.11 |       0.11 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40238 |      39845 |      39845 |      39920 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       6912 |       7751 |       7801 |       7117 |       7840 |       7767 |       7443 |       7861 |       7808 |       7797 |       7557
    miss rate                        |     17.18% |     19.45% |     19.58% |     17.83% |     19.68% |     19.49% |     18.68% |     19.73% |     19.60% |     19.57% |     18.97%
    mpki                             |       0.11 |       0.13 |       0.13 |       0.12 |       0.13 |       0.13 |       0.12 |       0.13 |       0.13 |       0.13 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12202 |      14230 |      14350 |      12563 |      14326 |      14416 |      13304 |      14522 |      14455 |      14359 |      13805
    num cache misses                 |       9921 |      10951 |      10845 |      10037 |      10860 |      10902 |      10538 |      10989 |      10943 |      10807 |      10333
    miss rate                        |     81.31% |     76.96% |     75.57% |     79.89% |     75.81% |     75.62% |     79.21% |     75.67% |     75.70% |     75.26% |     74.85%
    mpki                             |       0.17 |       0.18 |       0.18 |       0.17 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.17
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9955 |      10982 |      10879 |      10074 |      10891 |      10934 |      10568 |      11019 |      10975 |      10840 |      10365
    num cache misses                 |       2621 |       2559 |       2565 |       2561 |       2559 |       2564 |       2551 |       2550 |       2557 |       2550 |       2547
    miss rate                        |     26.33% |     23.30% |     23.58% |     25.42% |     23.50% |     23.45% |     24.14% |     23.14% |     23.30% |     23.52% |     24.57%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      28446 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      83.18 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      29.75 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1283 |       1298 |       1298 |       1265 |       1286 |       1302 |       1276 |       1278 |       1287 |       1278 |       1282
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
