                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    miss rate                        |      6.01% |      6.12% |      6.27% |      6.29% |      6.30% |      6.27% |      6.34% |      6.32% |      6.26% |      6.24%
    mpki                             |      32.97 |      33.61 |      34.47 |      34.54 |      34.63 |      34.46 |      34.81 |      34.74 |      34.42 |      34.25
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2305562 |    2361413 |    2464547 |    2454971 |    2441877 |    2443091 |    2464146 |    2442593 |    2426158 |    2419721
    num cache misses                 |    1182921 |    1217413 |    1243872 |    1250403 |    1262745 |    1259358 |    1266978 |    1271297 |    1263880 |    1257902
    miss rate                        |     51.31% |     51.55% |     50.47% |     50.93% |     51.71% |     51.55% |     51.42% |     52.05% |     52.09% |     51.99%
    mpki                             |      41.13 |      42.97 |      44.39 |      44.66 |      45.22 |      45.07 |      45.45 |      45.51 |      45.31 |      44.72
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1183905 |    1218209 |    1244590 |    1251112 |    1263435 |    1259935 |    1267669 |    1271983 |    1264569 |    1258677
    num cache misses                 |      31626 |      31274 |      34522 |      34642 |      34573 |      34481 |      34574 |      34602 |      34566 |      26020
    miss rate                        |      2.67% |      2.57% |      2.77% |      2.77% |      2.74% |      2.74% |      2.73% |      2.72% |      2.73% |      2.07%
    mpki                             |       1.10 |       1.10 |       1.23 |       1.24 |       1.24 |       1.23 |       1.24 |       1.24 |       1.24 |       0.93
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     422958 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.62 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.19 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27553 |      27857 |      31360 |      31462 |      31445 |      31434 |      31453 |      31633 |      31475 |      22963
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
