                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num misses                       |        120 |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.49% |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15324 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5332 |       5609 |       5800 |       5789 |       5300 |       5833 |       5749 |       5269 |       5697 |       5446
    miss rate                        |     34.80% |     36.99% |     38.25% |     38.17% |     34.56% |     38.46% |     37.91% |     34.74% |     37.57% |     35.91%
    mpki                             |       0.13 |       0.14 |       0.14 |       0.14 |       0.13 |       0.15 |       0.14 |       0.13 |       0.14 |       0.14
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40223 |      39839 |      39839 |      39839 |      40216 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       6441 |       6512 |       6623 |       6619 |       6387 |       6638 |       6602 |       6403 |       6638 |       6463
    miss rate                        |     16.01% |     16.35% |     16.62% |     16.61% |     15.88% |     16.66% |     16.57% |     16.07% |     16.66% |     16.22%
    mpki                             |       0.16 |       0.16 |       0.17 |       0.17 |       0.16 |       0.17 |       0.16 |       0.16 |       0.17 |       0.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11806 |      12152 |      12454 |      12439 |      11721 |      12503 |      12382 |      11703 |      12367 |      11940
    num cache misses                 |       8517 |       8497 |       8538 |       8405 |       8321 |       8843 |       8725 |       8590 |       8617 |       8701
    miss rate                        |     72.14% |     69.92% |     68.56% |     67.57% |     70.99% |     70.73% |     70.47% |     73.40% |     69.68% |     72.87%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.22 |       0.22 |       0.21 |       0.21 |       0.22
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       8554 |       8530 |       8570 |       8438 |       8357 |       8876 |       8757 |       8622 |       8649 |       8734
    num cache misses                 |       2605 |       2537 |       2531 |       2516 |       2615 |       2536 |       2536 |       2550 |       2539 |       2540
    miss rate                        |     30.45% |     29.74% |     29.53% |     29.82% |     31.29% |     28.57% |     28.96% |     29.58% |     29.36% |     29.08%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      25791 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      81.43 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1266 |       1266 |       1251 |       1237 |       1270 |       1259 |       1262 |       1271 |       1258 |       1263
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
