                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     96.09% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5107 |       6364 |       6106 |       6540 |       6516 |       6485 |       6463 |       5684 |       6528 |       6658 |       6200 |       6380
    miss rate                        |     33.31% |     41.97% |     40.27% |     43.13% |     42.97% |     42.77% |     42.62% |     37.48% |     43.05% |     43.91% |     40.89% |     42.07%
    mpki                             |       0.08 |       0.11 |       0.10 |       0.11 |       0.11 |       0.11 |       0.11 |       0.09 |       0.11 |       0.11 |       0.10 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40223 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       7251 |       8342 |       8098 |       8298 |       8289 |       8201 |       8232 |       7667 |       8317 |       8384 |       8203 |       8243
    miss rate                        |     18.03% |     20.94% |     20.32% |     20.83% |     20.80% |     20.58% |     20.66% |     19.24% |     20.87% |     21.04% |     20.59% |     20.69%
    mpki                             |       0.12 |       0.14 |       0.13 |       0.14 |       0.14 |       0.14 |       0.14 |       0.13 |       0.14 |       0.14 |       0.14 |       0.14
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12398 |      14745 |      14242 |      14876 |      14842 |      14722 |      14732 |      13388 |      14882 |      15081 |      14439 |      14660
    num cache misses                 |      10396 |      12202 |      11828 |      12116 |      12059 |      11976 |      11978 |      11083 |      12143 |      12255 |      11767 |      11857
    miss rate                        |     83.85% |     82.75% |     83.05% |     81.45% |     81.25% |     81.35% |     81.31% |     82.78% |     81.60% |     81.26% |     81.49% |     80.88%
    mpki                             |       0.17 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.18 |       0.20 |       0.20 |       0.20 |       0.20
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10441 |      12241 |      11868 |      12155 |      12098 |      12015 |      12016 |      11123 |      12181 |      12294 |      11805 |      11897
    num cache misses                 |       2661 |       2629 |       2620 |       2611 |       2621 |       2615 |       2623 |       2605 |       2613 |       2618 |       2609 |       2619
    miss rate                        |     25.49% |     21.48% |     22.08% |     21.48% |     21.66% |     21.76% |     21.83% |     23.42% |     21.45% |     21.29% |     22.10% |     22.01%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      32214 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      86.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      33.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1311 |       1342 |       1334 |       1324 |       1333 |       1328 |       1333 |       1315 |       1328 |       1333 |       1325 |       1337
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
