                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num cache accesses               |    7696923 |    7763994 |    7741861 |    7762654 |    7674968 |    7667361 |    7614334 |    7653153 |    7694904 |    7707504 |    7708565 |    7748723
    num cache misses                 |    3166234 |    3209269 |    3220670 |    3219179 |    3208681 |    3218601 |    3211784 |    3217189 |    3218356 |    3223494 |    3218262 |    3223747
    miss rate                        |     41.14% |     41.34% |     41.60% |     41.47% |     41.81% |     41.98% |     42.18% |     42.04% |     41.82% |     41.82% |     41.75% |     41.60%
    mpki                             |     110.09 |     112.81 |     113.27 |     113.48 |     112.53 |     113.27 |     113.06 |     113.16 |     113.45 |     113.52 |     113.56 |     113.68
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3168600 |    3210057 |    3221441 |    3219952 |    3209462 |    3219394 |    3212571 |    3217970 |    3219146 |    3224286 |    3219022 |    3224515
    num cache misses                 |      30850 |      35317 |      35285 |      35308 |      35308 |      35312 |      35285 |      35258 |      35283 |      35249 |      35261 |      34521
    miss rate                        |      0.97% |      1.10% |      1.10% |      1.10% |      1.10% |      1.10% |      1.10% |      1.10% |      1.10% |      1.09% |      1.10% |      1.07%
    mpki                             |       1.07 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.22
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     534236 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.33 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.90 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      29226 |      33586 |      33540 |      33598 |      33556 |      33619 |      33645 |      33593 |      33561 |      33565 |      33522 |      32845
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
