                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num misses                       |         48 |         48 |         48 |         49 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39841 |      39841 |      39841 |      40040 |      39841 |      40223 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num misses                       |         73 |         73 |         73 |         73 |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        121 |        122 |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        116 |        116 |        116 |        117 |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     95.87% |     95.87% |     95.87% |     95.90% |     95.87% |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15249 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6460 |       6264 |       6280 |       5509 |       5735 |       5354 |       6349 |       6627 |       6483 |       6417 |       6321 |       6093
    miss rate                        |     42.60% |     41.31% |     41.41% |     36.13% |     37.82% |     34.92% |     41.87% |     43.70% |     42.75% |     42.32% |     41.68% |     40.18%
    mpki                             |       0.51 |       0.50 |       0.50 |       0.44 |       0.45 |       0.42 |       0.50 |       0.53 |       0.51 |       0.51 |       0.50 |       0.48
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      39841 |      40040 |      39841 |      40223 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       8302 |       8208 |       8226 |       7522 |       7856 |       7541 |       8259 |       8408 |       8255 |       8277 |       8130 |       8141
    miss rate                        |     20.84% |     20.60% |     20.65% |     18.79% |     19.72% |     18.75% |     20.73% |     21.10% |     20.72% |     20.78% |     20.41% |     20.43%
    mpki                             |       0.66 |       0.65 |       0.65 |       0.60 |       0.62 |       0.60 |       0.66 |       0.67 |       0.66 |       0.66 |       0.65 |       0.65
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14794 |      14504 |      14537 |      13064 |      13622 |      12930 |      14639 |      15066 |      14769 |      14725 |      14483 |      14267
    num cache misses                 |      11959 |      11722 |      11867 |      10943 |      11309 |      10783 |      11854 |      12092 |      12113 |      11861 |      11963 |      11599
    miss rate                        |     80.84% |     80.82% |     81.63% |     83.76% |     83.02% |     83.40% |     80.98% |     80.26% |     82.02% |     80.55% |     82.60% |     81.30%
    mpki                             |       0.95 |       0.93 |       0.94 |       0.87 |       0.90 |       0.85 |       0.94 |       0.96 |       0.96 |       0.94 |       0.95 |       0.92
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11991 |      11754 |      11898 |      10977 |      11341 |      10820 |      11885 |      12123 |      12144 |      11892 |      11995 |      11635
    num cache misses                 |       2583 |       2576 |       2591 |       2604 |       2584 |       2634 |       2595 |       2568 |       2589 |       2594 |       2577 |       2590
    miss rate                        |     21.54% |     21.92% |     21.78% |     23.72% |     22.78% |     24.34% |     21.83% |     21.18% |     21.32% |     21.81% |     21.48% |     22.26%
    mpki                             |       0.21 |       0.20 |       0.21 |       0.21 |       0.20 |       0.21 |       0.21 |       0.20 |       0.21 |       0.21 |       0.20 |       0.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31348 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      92.79 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.36 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1317 |       1305 |       1316 |       1297 |       1309 |       1292 |       1321 |       1297 |       1314 |       1320 |       1313 |       1326
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
