                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num cache misses                 |     283696 |     323356 |     333288 |     338779 |     344062 |     341760 |     342706 |     338398 |     335898 |     338582
    miss rate                        |     41.68% |     49.45% |     51.43% |     52.66% |     53.52% |     53.35% |     53.45% |     52.77% |     52.33% |     52.71%
    mpki                             |      42.16 |      50.49 |      52.54 |      53.80 |      54.69 |      54.53 |      54.61 |      53.91 |      53.47 |      53.87
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3650200 |    3472453 |    3434922 |    3405701 |    3402317 |    3387986 |    3392692 |    3393366 |    3396343 |    3398686
    num cache misses                 |     197390 |     207907 |     213269 |     216363 |     215274 |     218000 |     214485 |     216938 |     219601 |     219431
    miss rate                        |      5.41% |      5.99% |      6.21% |      6.35% |      6.33% |      6.43% |      6.32% |      6.39% |      6.47% |      6.46%
    mpki                             |      29.34 |      32.46 |      33.62 |      34.36 |      34.22 |      34.78 |      34.18 |      34.56 |      34.96 |      34.92
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     481118 |     531288 |     546579 |     555166 |     559355 |     559784 |     557211 |     555358 |     555522 |     558033
    num cache misses                 |     246004 |     270033 |     277971 |     283260 |     281124 |     286875 |     282758 |     286102 |     288436 |     287190
    miss rate                        |     51.13% |     50.83% |     50.86% |     51.02% |     50.26% |     51.25% |     50.75% |     51.52% |     51.92% |     51.46%
    mpki                             |      36.56 |      42.16 |      43.82 |      44.99 |      44.69 |      45.77 |      45.05 |      45.58 |      45.92 |      45.70
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     246078 |     270070 |     278019 |     283292 |     281152 |     286910 |     282790 |     286134 |     288470 |     287220
    num cache misses                 |       4565 |       4438 |       4442 |       4451 |       4447 |       4445 |       4453 |       4458 |       4447 |       4452
    miss rate                        |      1.86% |      1.64% |      1.60% |      1.57% |      1.58% |      1.55% |      1.57% |      1.56% |      1.54% |      1.55%
    mpki                             |       0.68 |       0.69 |       0.70 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      45483 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      69.35 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      15.92 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2646 |       2624 |       2561 |       2541 |       2516 |       2555 |       2532 |       2555 |       2542 |       2544
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
