                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num cache misses                 |   15726999 |   15726675 |   15726420 |   15726558 |   15726828 |   15726757 |   15726535 |   15726730 |   15726564 |   15727201
    miss rate                        |     26.19% |     26.20% |     26.19% |     26.20% |     26.19% |     26.20% |     26.19% |     26.20% |     26.20% |     26.20%
    mpki                             |     313.78 |     313.84 |     313.77 |     313.80 |     313.78 |     313.84 |     313.77 |     313.83 |     313.83 |     313.81
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15732501 |   15732219 |   15731687 |   15732687 |   15732677 |   15732867 |   15731762 |   15732697 |   15732081 |   15733359
    num cache misses                 |   15729335 |   15729059 |   15728630 |   15728745 |   15728793 |   15728792 |   15728920 |   15728761 |   15728857 |   15729157
    miss rate                        |     99.98% |     99.98% |     99.98% |     99.97% |     99.98% |     99.97% |     99.98% |     99.97% |     99.98% |     99.97%
    mpki                             |     313.83 |     313.88 |     313.81 |     313.85 |     313.82 |     313.88 |     313.81 |     313.87 |     313.88 |     313.85
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15729373 |   15729095 |   15728671 |   15728784 |   15728831 |   15728831 |   15728963 |   15728802 |   15728895 |   15729196
    num cache misses                 |       2546 |       2558 |       2586 |       2547 |       2522 |       2544 |       2633 |       2555 |       2559 |       2544
    miss rate                        |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      25871 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.50 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1262 |       1273 |       1273 |       1269 |       1247 |       1264 |       1284 |       1270 |       1280 |       1264
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
