                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num cache accesses               |       8679 |      10391 |      10463 |       7799 |       8959 |       8823 |       7961 |      10358 |       8415 |       7811
    num cache misses                 |       1714 |       1642 |       1624 |       1643 |       1639 |       1719 |       1629 |       1672 |       1692 |       1643
    miss rate                        |     19.75% |     15.80% |     15.52% |     21.07% |     18.29% |     19.48% |     20.46% |     16.14% |     20.11% |     21.03%
    mpki                             |      47.43 |      41.42 |      40.82 |      50.77 |      44.70 |      47.14 |      49.46 |      42.26 |      49.23 |      50.66
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4067 |       3908 |       3901 |       3906 |       3904 |       4032 |       3893 |       3940 |       3950 |       3862
    num cache misses                 |       1961 |       2013 |       2073 |       1881 |       2145 |       2002 |       1919 |       1993 |       1961 |       1962
    miss rate                        |     48.22% |     51.51% |     53.14% |     48.16% |     54.94% |     49.65% |     49.29% |     50.58% |     49.65% |     50.80%
    mpki                             |      54.27 |      50.78 |      52.10 |      58.12 |      58.50 |      54.90 |      58.26 |      50.37 |      57.06 |      60.50
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       1973 |       2027 |       2092 |       1892 |       2157 |       2014 |       1929 |       2006 |       1974 |       1972
    num cache misses                 |        701 |        752 |        777 |        622 |        722 |        721 |        627 |        743 |        658 |        623
    miss rate                        |     35.53% |     37.10% |     37.14% |     32.88% |     33.47% |     35.80% |     32.50% |     37.04% |     33.33% |     31.59%
    mpki                             |      19.40 |      18.97 |      19.53 |      19.22 |      19.69 |      19.77 |      19.04 |      18.78 |      19.14 |      19.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       6964 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     334.63 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     281.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     83.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        167 |        171 |        178 |        146 |        168 |        167 |        147 |        167 |        154 |        147
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
