                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    miss rate                        |     86.67% |     86.77% |     87.01% |     87.09% |     87.21% |     87.24% |     87.62% |     87.44% |     87.75% |     87.71% |     87.51% |     87.39% |     87.71% |     87.78%
    mpki                             |     153.91 |     153.53 |     154.17 |     147.62 |     148.24 |     153.29 |     151.56 |     154.10 |     155.16 |     154.05 |     154.08 |     154.19 |     154.24 |     154.42
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1015470 |    1014701 |    1018471 |     993336 |     991733 |    1011174 |    1008067 |    1017307 |    1023115 |    1015916 |    1017281 |    1019801 |    1018722 |    1018995
    num cache misses                 |       4537 |       4532 |       4538 |       4612 |       4526 |       4545 |       4531 |       4524 |       4546 |       4537 |       4528 |       4531 |       4531 |       4534
    miss rate                        |      0.45% |      0.45% |      0.45% |      0.46% |      0.46% |      0.45% |      0.45% |      0.44% |      0.44% |      0.45% |      0.45% |      0.44% |      0.44% |      0.44%
    mpki                             |       0.69 |       0.69 |       0.69 |       0.69 |       0.68 |       0.69 |       0.68 |       0.69 |       0.69 |       0.69 |       0.69 |       0.69 |       0.69 |       0.69
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      65171 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      71.37 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      17.94 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2653 |       2679 |       2684 |       2675 |       2663 |       2673 |       2648 |       2645 |       2684 |       2665 |       2640 |       2686 |       2665 |       2674
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
