                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    mpki                             |      48.71 |      48.08 |      48.99 |      50.36 |      49.99 |      48.62 |      49.01 |      49.65 |      48.48
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778114 |   15732018 |   15688202 |   15630586 |   15633283 |   15613651 |   15588165 |   15568406 |   15576088
    num cache misses                 |    4789663 |    4661027 |    4660255 |    4790984 |    4708234 |    4650825 |    4721611 |    4783603 |    4687812
    miss rate                        |     30.36% |     29.63% |     29.71% |     30.65% |     30.12% |     29.79% |     30.29% |     30.73% |     30.10%
    mpki                             |     166.54 |     162.57 |     163.02 |     168.25 |     165.31 |     163.51 |     166.29 |     168.70 |     165.23
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6191429 |    6040199 |    6061526 |    6225709 |    6132627 |    6034305 |    6113782 |    6192033 |    6063777
    num cache misses                 |     740741 |     743830 |     746236 |     762958 |     764061 |     773965 |     782096 |     786289 |     789919
    miss rate                        |     11.96% |     12.31% |     12.31% |     12.25% |     12.46% |     12.83% |     12.79% |     12.70% |     13.03%
    mpki                             |      25.76 |      25.94 |      26.10 |      26.79 |      26.83 |      27.21 |      27.54 |      27.73 |      27.84
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |     741498 |     744567 |     746951 |     763672 |     764776 |     774678 |     782784 |     786974 |     790601
    num cache misses                 |      31342 |      30949 |      31155 |      31139 |      31011 |      30816 |      30893 |      30990 |      30978
    miss rate                        |      4.23% |      4.16% |      4.17% |      4.08% |      4.05% |      3.98% |      3.95% |      3.94% |      3.92%
    mpki                             |       1.09 |       1.08 |       1.09 |       1.09 |       1.09 |       1.08 |       1.09 |       1.09 |       1.09
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     362906 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.10 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |      26439 |      26416 |      26824 |      26845 |      27034 |      26702 |      26950 |      26914 |      26974
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
