                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num cache accesses               |      14841 |      14731 |      14036 |      14676 |      13487 |      12970 |      14653 |      14041 |      14743 |      14517 |      13831 |      14578 |      14600
    num cache misses                 |      12401 |      12403 |      11750 |      12416 |      11375 |      10848 |      12344 |      11617 |      12483 |      12237 |      11784 |      12495 |      12542
    miss rate                        |     83.56% |     84.20% |     83.71% |     84.60% |     84.34% |     83.64% |     84.24% |     82.74% |     84.67% |     84.29% |     85.20% |     85.71% |     85.90%
    mpki                             |     108.07 |     110.06 |     105.30 |     107.63 |      94.26 |      89.17 |     109.39 |     104.17 |     107.57 |     108.32 |      99.99 |     109.05 |     110.41
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12432 |      12434 |      11780 |      12449 |      11410 |      10886 |      12376 |      11648 |      12515 |      12270 |      11818 |      12527 |      12574
    num cache misses                 |       2456 |       2430 |       2411 |       2464 |       2569 |       2622 |       2429 |       2419 |       2467 |       2435 |       2497 |       2453 |       2445
    miss rate                        |     19.76% |     19.54% |     20.47% |     19.79% |     22.52% |     24.09% |     19.63% |     20.77% |     19.71% |     19.85% |     21.13% |     19.58% |     19.44%
    mpki                             |      21.40 |      21.56 |      21.61 |      21.36 |      21.29 |      21.55 |      21.53 |      21.69 |      21.26 |      21.55 |      21.19 |      21.41 |      21.52
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      32493 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      97.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      43.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     71.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1283 |       1268 |       1250 |       1285 |       1288 |       1288 |       1266 |       1258 |       1292 |       1265 |       1294 |       1279 |       1284
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
