                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    num misses                       |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        118 |        118 |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     95.93% |     95.93% |     96.09% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6329 |       6833 |       5462 |       6904 |       5673 |       6668 |       7086 |       6859 |       6721 |       7063 |       7088 |       6866 |       7008 |       6967 |       6919
    miss rate                        |     41.74% |     45.06% |     35.62% |     45.53% |     37.41% |     43.97% |     46.73% |     45.23% |     44.32% |     46.58% |     46.74% |     45.28% |     46.21% |     45.94% |     45.63%
    mpki                             |       0.11 |       0.11 |       0.09 |       0.11 |       0.09 |       0.11 |       0.12 |       0.11 |       0.11 |       0.12 |       0.12 |       0.11 |       0.12 |       0.12 |       0.12
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      40234 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       9091 |       9478 |       8232 |       9814 |       8533 |       9436 |       9795 |       9647 |       9270 |       9868 |       9802 |       9605 |       9723 |       9841 |       9669
    miss rate                        |     22.82% |     23.79% |     20.46% |     24.63% |     21.41% |     23.68% |     24.58% |     24.21% |     23.26% |     24.77% |     24.60% |     24.11% |     24.40% |     24.70% |     24.27%
    mpki                             |       0.15 |       0.16 |       0.14 |       0.16 |       0.14 |       0.16 |       0.16 |       0.16 |       0.15 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15455 |      16346 |      13735 |      16751 |      14245 |      16140 |      16916 |      16545 |      16026 |      16967 |      16925 |      16505 |      16767 |      16840 |      16625
    num cache misses                 |      13063 |      14017 |      11730 |      14261 |      12052 |      13940 |      14627 |      14295 |      13570 |      14554 |      14433 |      14062 |      14425 |      14460 |      14227
    miss rate                        |     84.52% |     85.75% |     85.40% |     85.14% |     84.61% |     86.37% |     86.47% |     86.40% |     84.67% |     85.78% |     85.28% |     85.20% |     86.03% |     85.87% |     85.58%
    mpki                             |       0.22 |       0.23 |       0.20 |       0.24 |       0.20 |       0.23 |       0.24 |       0.24 |       0.23 |       0.24 |       0.24 |       0.23 |       0.24 |       0.24 |       0.24
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13103 |      14055 |      11774 |      14297 |      12094 |      13978 |      14663 |      14334 |      13608 |      14591 |      14469 |      14100 |      14462 |      14494 |      14265
    num cache misses                 |       2678 |       2701 |       2737 |       2697 |       2669 |       2691 |       2707 |       2698 |       2702 |       2711 |       2714 |       2691 |       2711 |       2691 |       2707
    miss rate                        |     20.44% |     19.22% |     23.25% |     18.86% |     22.07% |     19.25% |     18.46% |     18.82% |     19.86% |     18.58% |     18.76% |     19.09% |     18.75% |     18.57% |     18.98%
    mpki                             |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      41681 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      94.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      40.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1376 |       1405 |       1367 |       1401 |       1370 |       1402 |       1405 |       1396 |       1404 |       1412 |       1415 |       1393 |       1416 |       1391 |       1408
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
