                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    mpki                             |       0.50 |       0.50 |       0.50 |       0.49 |       0.48 |       0.48 |       0.62 |       0.48 |       0.49 |       0.49 |       0.50 |       0.53 |       0.50 |       0.49
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      61126 |      63112 |      61432 |      64836 |      66335 |      69658 |      43191 |      65414 |      63872 |      63467 |      69719 |      57091 |      62102 |      64024
    num misses                       |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.05% |      0.03% |      0.03% |      0.03% |      0.03% |      0.04% |      0.03% |      0.03%
    mpki                             |       0.25 |       0.25 |       0.25 |       0.24 |       0.24 |       0.23 |       0.31 |       0.24 |       0.25 |       0.25 |       0.23 |       0.26 |       0.25 |       0.25
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |         63 |         63 |         63 |         63 |         63 |         64 |         63 |         63 |         63 |         63 |         66 |         63 |         63 |         63
    num misses                       |         63 |         63 |         63 |         63 |         63 |         64 |         63 |         63 |         63 |         63 |         66 |         63 |         63 |         63
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.76 |       0.74 |       0.76 |       0.73 |       0.72 |       0.71 |       0.92 |       0.73 |       0.74 |       0.74 |       0.73 |       0.79 |       0.75 |       0.74
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4798 |       4798 |       4798 |       4798 |       4798 |       4832 |       4798 |       4798 |       4798 |       4798 |       4859 |       4798 |       4798 |       4798
    num cache misses                 |       1695 |       1798 |       1727 |       1746 |       1684 |       1604 |       1645 |       1779 |       1700 |       1783 |       1530 |       1659 |       1747 |       1774
    miss rate                        |     35.33% |     37.47% |     35.99% |     36.39% |     35.10% |     33.20% |     34.29% |     37.08% |     35.43% |     37.16% |     31.49% |     34.58% |     36.41% |     36.97%
    mpki                             |      20.38 |      21.20 |      20.70 |      20.24 |      19.24 |      17.75 |      24.11 |      20.51 |      19.89 |      20.95 |      16.89 |      20.79 |      20.80 |      20.73
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      61126 |      63112 |      61432 |      64836 |      66335 |      69658 |      43191 |      65414 |      63872 |      63467 |      69719 |      57091 |      62102 |      64024
    num cache misses                 |      29560 |      30140 |      29850 |      29720 |      29714 |      29362 |      20136 |      30799 |      30498 |      29784 |      27986 |      27745 |      30113 |      30176
    miss rate                        |     48.36% |     47.76% |     48.59% |     45.84% |     44.79% |     42.15% |     46.62% |     47.08% |     47.75% |     46.93% |     40.14% |     48.60% |     48.49% |     47.13%
    mpki                             |     355.40 |     355.30 |     357.78 |     344.52 |     339.53 |     324.97 |     295.14 |     355.04 |     356.85 |     349.89 |     308.97 |     347.64 |     358.54 |     352.56
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      31270 |      31955 |      31592 |      31484 |      31413 |      30987 |      21796 |      32593 |      32215 |      31582 |      29536 |      29420 |      31874 |      31965
    num cache misses                 |      30663 |      31336 |      30999 |      30902 |      30854 |      30447 |      21293 |      32015 |      31621 |      30972 |      29015 |      28885 |      31265 |      31309
    miss rate                        |     98.06% |     98.06% |     98.12% |     98.15% |     98.22% |     98.26% |     97.69% |     98.23% |     98.16% |     98.07% |     98.24% |     98.18% |     98.09% |     97.95%
    mpki                             |     368.66 |     369.40 |     371.56 |     358.23 |     352.56 |     336.97 |     312.10 |     369.06 |     369.99 |     363.84 |     320.33 |     361.93 |     372.26 |     365.80
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      30679 |      31354 |      31014 |      30920 |      30869 |      30468 |      21308 |      32030 |      31640 |      30987 |      29035 |      28901 |      31279 |      31324
    num cache misses                 |        732 |        728 |        731 |        730 |        729 |        746 |        731 |        730 |        729 |        729 |        775 |        730 |        731 |        728
    miss rate                        |      2.39% |      2.32% |      2.36% |      2.36% |      2.36% |      2.45% |      3.43% |      2.28% |      2.30% |      2.35% |      2.67% |      2.53% |      2.34% |      2.32%
    mpki                             |       8.80 |       8.58 |       8.76 |       8.46 |       8.33 |       8.26 |      10.71 |       8.42 |       8.53 |       8.56 |       8.56 |       9.15 |       8.70 |       8.51
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10498 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     124.21 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      70.78 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     14.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        204 |        197 |        200 |        201 |        198 |        194 |        198 |        199 |        199 |        201 |        202 |        200 |        207 |        200
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
