                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    miss rate                        |      1.04% |      0.95% |      0.94% |      0.95% |      0.94% |      0.96% |      0.94% |      0.94% |      0.93% |      0.94% |      0.95%
    mpki                             |       0.68 |       0.69 |       0.69 |       0.70 |       0.69 |       0.69 |       0.70 |       0.70 |       0.70 |       0.69 |       0.70
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      50330 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      69.31 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      15.88 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2657 |       2676 |       2689 |       2654 |       2654 |       2689 |       2683 |       2714 |       2687 |       2685 |       2661
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
