                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    miss rate                        |     87.90% |     88.24% |     88.37% |     88.58% |     88.74% |     88.58% |     88.70% |     88.91% |     88.78% |     88.80% |     88.98% |     88.96% |     89.06% |     88.95%
    mpki                             |     159.61 |     158.92 |     159.40 |     160.24 |     160.75 |     159.99 |     159.24 |     160.54 |     159.32 |     159.32 |     160.65 |     160.31 |     159.69 |     159.33
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4583485 |    4567796 |    4582485 |    4604613 |    4614706 |    4591715 |    4579387 |    4610489 |    4583024 |    4582719 |    4612093 |    4608057 |    4591198 |    4581912
    num cache misses                 |      35740 |      35899 |      35932 |      35910 |      35747 |      35688 |      35908 |      35803 |      36079 |      36038 |      35725 |      35885 |      35955 |      35958
    miss rate                        |      0.78% |      0.79% |      0.78% |      0.78% |      0.77% |      0.78% |      0.78% |      0.78% |      0.79% |      0.79% |      0.77% |      0.78% |      0.78% |      0.78%
    mpki                             |       1.24 |       1.25 |       1.25 |       1.25 |       1.25 |       1.24 |       1.25 |       1.25 |       1.25 |       1.25 |       1.24 |       1.25 |       1.25 |       1.25
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     641387 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.11 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.68 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34157 |      34395 |      34440 |      34403 |      34271 |      34216 |      34407 |      34301 |      34514 |      34460 |      34228 |      34380 |      34467 |      34444
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
