                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9435 |       9756 |       9764 |       9460 |       8985 |       9615 |       9477 |       9251 |       9374 |       9600
    num cache misses                 |       2545 |       2498 |       2494 |       2523 |       2588 |       2495 |       2518 |       2466 |       2466 |       2473
    miss rate                        |     26.97% |     25.60% |     25.54% |     26.67% |     28.80% |     25.95% |     26.57% |     26.66% |     26.31% |     25.76%
    mpki                             |      21.02 |      20.73 |      20.68 |      20.89 |      21.28 |      20.71 |      20.86 |      20.69 |      20.74 |      20.74
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      25280 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.47 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     67.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1248 |       1245 |       1237 |       1240 |       1254 |       1245 |       1250 |       1240 |       1246 |       1243
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
