                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    miss rate                        |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.40% |     98.33% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164
    num cache misses                 |       6135 |       6268 |       6211 |       5843 |       5802 |       6260 |       5912 |       5959 |       5994 |       6273 |       6125
    miss rate                        |     40.46% |     41.33% |     40.96% |     38.53% |     38.26% |     41.28% |     38.99% |     39.30% |     39.09% |     41.37% |     40.39%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      40227 |      39845 |      39845
    num cache misses                 |       7733 |       7836 |       7844 |       7613 |       7568 |       7875 |       7686 |       7661 |       7666 |       7872 |       7789
    miss rate                        |     19.41% |     19.67% |     19.69% |     19.11% |     18.99% |     19.76% |     19.29% |     19.23% |     19.06% |     19.76% |     19.55%
    mpki                             |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13900 |      14136 |      14086 |      13488 |      13401 |      14167 |      13629 |      13651 |      13693 |      14178 |      13946
    num cache misses                 |      10944 |      11138 |      11067 |      11040 |      10696 |      11261 |      10994 |      10840 |      10908 |      11150 |      10943
    miss rate                        |     78.73% |     78.79% |     78.57% |     81.85% |     79.81% |     79.49% |     80.67% |     79.41% |     79.66% |     78.64% |     78.47%
    mpki                             |       0.18 |       0.19 |       0.18 |       0.18 |       0.18 |       0.19 |       0.18 |       0.18 |       0.18 |       0.19 |       0.18
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10976 |      11170 |      11098 |      11072 |      10727 |      11294 |      11025 |      10872 |      10941 |      11183 |      10976
    num cache misses                 |       2569 |       2563 |       2567 |       2560 |       2562 |       2564 |       2551 |       2559 |       2614 |       2572 |       2559
    miss rate                        |     23.41% |     22.95% |     23.13% |     23.12% |     23.88% |     22.70% |     23.14% |     23.54% |     23.89% |     23.00% |     23.31%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      28482 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.93 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.50 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1302 |       1291 |       1298 |       1284 |       1290 |       1299 |       1273 |       1291 |       1272 |       1306 |       1287
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
