                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    num cache misses                 |    1567177 |    1391602 |    1545296 |    1565149 |    1441694 |    1330000 |    1559698 |    1576039 |    1529510 |    1577004 |    1578567
    miss rate                        |     34.69% |     30.60% |     34.35% |     34.74% |     31.77% |     29.14% |     34.63% |     34.88% |     33.78% |     34.95% |     34.94%
    mpki                             |     160.06 |     141.18 |     158.48 |     160.28 |     146.59 |     134.44 |     159.77 |     160.96 |     155.85 |     161.26 |     161.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1937502 |    1753945 |    1902263 |    1920010 |    1795461 |    1684003 |    1909866 |    1926292 |    1879434 |    1925579 |    1926829
    num cache misses                 |    1576161 |    1579271 |    1583761 |    1585987 |    1585772 |    1550269 |    1582474 |    1587270 |    1587148 |    1587303 |    1586499
    miss rate                        |     81.35% |     90.04% |     83.26% |     82.60% |     88.32% |     92.06% |     82.86% |     82.40% |     84.45% |     82.43% |     82.34%
    mpki                             |     160.98 |     160.22 |     162.43 |     162.42 |     161.24 |     156.70 |     162.10 |     162.11 |     161.72 |     162.31 |     162.03
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1576176 |    1579287 |    1583778 |    1586003 |    1585788 |    1550289 |    1582490 |    1587285 |    1587163 |    1587319 |    1586514
    num cache misses                 |       1486 |       1483 |       1485 |       1487 |       1484 |       1532 |       1486 |       1487 |       1485 |       1486 |       1487
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.10% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09%
    mpki                             |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      16418 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      80.73 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      27.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        697 |        672 |        701 |        681 |        667 |        666 |        723 |        689 |        687 |        707 |        714
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
