                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num cache accesses               |      15171 |      15340 |      15171 |      15171 |      15171 |      15292 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171
    num cache misses                 |       6927 |       5890 |       6832 |       6880 |       6509 |       5528 |       6401 |       6701 |       6494 |       6692 |       6573 |       6671
    miss rate                        |     45.66% |     38.40% |     45.03% |     45.35% |     42.90% |     36.15% |     42.19% |     44.17% |     42.81% |     44.11% |     43.33% |     43.97%
    mpki                             |       0.10 |       0.08 |       0.10 |       0.10 |       0.09 |       0.08 |       0.09 |       0.10 |       0.09 |       0.10 |       0.09 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   60017548 |   60040234 |   60024731 |   60024174 |   60027787 |   60040164 |   60035642 |   60019002 |   60019749 |   60025156 |   60018511 |   60026643
    num cache misses                 |   21959307 |   21958766 |   21957261 |   21959376 |   21958952 |   21955882 |   21958926 |   21957107 |   21956464 |   21958110 |   21957552 |   21958716
    miss rate                        |     36.59% |     36.57% |     36.58% |     36.58% |     36.58% |     36.57% |     36.58% |     36.58% |     36.58% |     36.58% |     36.58% |     36.58%
    mpki                             |     313.28 |     313.15 |     313.21 |     313.25 |     313.22 |     313.11 |     313.18 |     313.24 |     313.23 |     313.22 |     313.25 |     313.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   21966270 |   21964694 |   21964125 |   21966291 |   21965493 |   21961449 |   21965365 |   21963841 |   21962992 |   21964837 |   21964160 |   21965424
    num cache misses                 |   21963292 |   21962109 |   21961279 |   21963418 |   21962892 |   21959277 |   21962611 |   21961210 |   21960365 |   21962183 |   21961719 |   21962910
    miss rate                        |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99%
    mpki                             |     313.34 |     313.20 |     313.27 |     313.30 |     313.28 |     313.16 |     313.23 |     313.30 |     313.28 |     313.28 |     313.31 |     313.28
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   21963328 |   21962148 |   21961313 |   21963454 |   21962926 |   21959317 |   21962650 |   21961245 |   21960399 |   21962219 |   21961755 |   21962947
    num cache misses                 |       2511 |       2566 |       2512 |       2512 |       2508 |       2548 |       2504 |       2510 |       2511 |       2516 |       2512 |       2510
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      30775 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      94.43 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1207 |       1206 |       1221 |       1225 |       1213 |       1209 |       1218 |       1213 |       1225 |       1226 |       1215 |       1224
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
