                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    miss rate                        |     47.59% |     45.93% |     42.47% |     45.60% |     45.14% |     43.53% |     47.62% |     47.45% |     46.35% |     46.28% |     47.10% |     47.10% |     47.28%
    mpki                             |     354.86 |     348.61 |     326.91 |     347.98 |     345.44 |     335.63 |     356.93 |     356.55 |     351.65 |     351.69 |     337.95 |     355.68 |     354.92
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      31975 |      32358 |      31319 |      32550 |      32442 |      31894 |      32436 |      32499 |      32571 |      32672 |      28813 |      32702 |      32294
    num cache misses                 |      31242 |      31582 |      30576 |      31835 |      31751 |      31247 |      31721 |      31781 |      31835 |      31940 |      28124 |      32030 |      31548
    miss rate                        |     97.71% |     97.60% |     97.63% |     97.80% |     97.87% |     97.97% |     97.80% |     97.79% |     97.74% |     97.76% |     97.61% |     97.95% |     97.69%
    mpki                             |     366.89 |     359.95 |     337.59 |     359.59 |     356.78 |     346.10 |     369.33 |     368.50 |     363.14 |     363.43 |     350.80 |     368.13 |     366.42
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      31261 |      31601 |      30598 |      31854 |      31770 |      31266 |      31739 |      31800 |      31855 |      31959 |      28142 |      32049 |      31568
    num cache misses                 |        728 |        727 |        774 |        729 |        728 |        740 |        727 |        728 |        728 |        726 |        729 |        730 |        728
    miss rate                        |      2.33% |      2.30% |      2.53% |      2.29% |      2.29% |      2.37% |      2.29% |      2.29% |      2.29% |      2.27% |      2.59% |      2.28% |      2.31%
    mpki                             |       8.55 |       8.29 |       8.55 |       8.23 |       8.18 |       8.20 |       8.46 |       8.44 |       8.30 |       8.26 |       9.09 |       8.39 |       8.46
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       9709 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     121.68 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      68.25 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     13.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        195 |        199 |        201 |        194 |        196 |        191 |        192 |        196 |        192 |        198 |        194 |        192 |        194
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
