                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40216 |      39839 |      39839
    num misses                       |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         76 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        128 |        123 |        123
    num misses                       |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        121 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165
    num cache misses                 |       5384 |       6917 |       6981 |       6765 |       6875 |       5970 |       6962 |       6761 |       6746 |       6436 |       5476 |       6535 |       6972
    miss rate                        |     35.50% |     45.61% |     46.03% |     44.61% |     45.33% |     39.37% |     45.91% |     44.58% |     44.48% |     42.44% |     35.71% |     43.09% |     45.97%
    mpki                             |       0.13 |       0.17 |       0.17 |       0.17 |       0.17 |       0.15 |       0.17 |       0.17 |       0.17 |       0.16 |       0.14 |       0.16 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40216 |      39839 |      39839
    num cache misses                 |       7939 |       9220 |       9376 |       9214 |       9280 |       8218 |       9207 |       9077 |       8999 |       8806 |       8074 |       8736 |       9354
    miss rate                        |     19.93% |     23.14% |     23.53% |     23.13% |     23.29% |     20.63% |     23.11% |     22.78% |     22.59% |     22.10% |     20.08% |     21.93% |     23.48%
    mpki                             |       0.20 |       0.23 |       0.23 |       0.23 |       0.23 |       0.20 |       0.23 |       0.23 |       0.22 |       0.22 |       0.20 |       0.22 |       0.23
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13354 |      16169 |      16387 |      16009 |      16185 |      14218 |      16199 |      15869 |      15775 |      15272 |      13584 |      15301 |      16356
    num cache misses                 |      11099 |      13668 |      13685 |      13460 |      13686 |      11819 |      13592 |      13321 |      13044 |      12910 |      11362 |      12795 |      13718
    miss rate                        |     83.11% |     84.53% |     83.51% |     84.08% |     84.56% |     83.13% |     83.91% |     83.94% |     82.69% |     84.53% |     83.64% |     83.62% |     83.87%
    mpki                             |       0.28 |       0.34 |       0.34 |       0.34 |       0.34 |       0.29 |       0.34 |       0.33 |       0.33 |       0.32 |       0.28 |       0.32 |       0.34
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11133 |      13701 |      13715 |      13491 |      13717 |      11850 |      13623 |      13354 |      13075 |      12941 |      11398 |      12828 |      13749
    num cache misses                 |       2596 |       2632 |       2633 |       2633 |       2631 |       2628 |       2628 |       2631 |       2618 |       2631 |       2673 |       2619 |       2627
    miss rate                        |     23.32% |     19.21% |     19.20% |     19.52% |     19.18% |     22.18% |     19.29% |     19.70% |     20.02% |     20.33% |     23.45% |     20.42% |     19.11%
    mpki                             |       0.06 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      34816 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      89.57 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      36.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1316 |       1356 |       1361 |       1361 |       1358 |       1347 |       1353 |       1358 |       1350 |       1354 |       1326 |       1336 |       1358
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
