                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num cache misses                 |       6646 |       5918 |       6581 |       6704 |       6616 |       6882 |       6711 |       6542 |       6760 |       6674 |       6900 |       5640
    miss rate                        |     43.82% |     38.59% |     43.40% |     44.21% |     43.63% |     45.38% |     44.25% |     43.14% |     44.58% |     44.01% |     45.50% |     36.93%
    mpki                             |       0.17 |       0.15 |       0.16 |       0.17 |       0.17 |       0.17 |       0.17 |       0.16 |       0.17 |       0.17 |       0.17 |       0.14
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      40233 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40103
    num cache misses                 |       8714 |       7948 |       8449 |       8595 |       8550 |       8797 |       8772 |       8507 |       8668 |       8699 |       8764 |       7741
    miss rate                        |     21.87% |     19.75% |     21.21% |     21.57% |     21.46% |     22.08% |     22.02% |     21.35% |     21.76% |     21.84% |     22.00% |     19.30%
    mpki                             |       0.22 |       0.20 |       0.21 |       0.21 |       0.21 |       0.22 |       0.22 |       0.21 |       0.22 |       0.22 |       0.22 |       0.19
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15391 |      13898 |      15060 |      15329 |      15196 |      15709 |      15513 |      15080 |      15458 |      15403 |      15694 |      13414
    num cache misses                 |      12951 |      11473 |      12436 |      12661 |      12533 |      12947 |      12961 |      12574 |      12668 |      12913 |      12789 |      11343
    miss rate                        |     84.15% |     82.55% |     82.58% |     82.60% |     82.48% |     82.42% |     83.55% |     83.38% |     81.95% |     83.83% |     81.49% |     84.56%
    mpki                             |       0.32 |       0.29 |       0.31 |       0.32 |       0.31 |       0.32 |       0.32 |       0.31 |       0.32 |       0.32 |       0.32 |       0.28
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12982 |      11507 |      12469 |      12692 |      12564 |      12978 |      12993 |      12607 |      12699 |      12944 |      12820 |      11378
    num cache misses                 |       2605 |       2669 |       2601 |       2606 |       2601 |       2611 |       2604 |       2604 |       2611 |       2609 |       2606 |       2638
    miss rate                        |     20.07% |     23.19% |     20.86% |     20.53% |     20.70% |     20.12% |     20.04% |     20.66% |     20.56% |     20.16% |     20.33% |     23.19%
    mpki                             |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31861 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.03 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      33.60 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1332 |       1324 |       1329 |       1334 |       1327 |       1343 |       1342 |       1334 |       1341 |       1337 |       1342 |       1320
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
