                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.52 |       0.57 |       0.59 |       0.57 |       0.52 |       0.58 |       0.56 |       0.59 |       0.59
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        124 |        119 |        116 |        119 |        119 |        119 |        119 |        119 |        118
    num misses                       |        122 |        117 |        114 |        117 |        117 |        117 |        117 |        117 |        116
    miss rate                        |     98.39% |     98.32% |     98.28% |     98.32% |     98.32% |     98.32% |     98.32% |     98.32% |     98.31%
    mpki                             |       0.88 |       0.94 |       0.95 |       0.94 |       0.85 |       0.96 |       0.92 |       0.97 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15458 |      15162 |      15123 |      15162 |      15280 |      15162 |      15162 |      15157 |      15146
    num cache misses                 |       5283 |       5802 |       5305 |       5568 |       5713 |       5867 |       5707 |       5757 |       5374
    miss rate                        |     34.18% |     38.27% |     35.08% |     36.72% |     37.39% |     38.70% |     37.64% |     37.98% |     35.48%
    mpki                             |      38.15 |      46.58 |      44.05 |      44.50 |      41.75 |      48.29 |      44.82 |      47.71 |      44.56
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40252 |      39846 |      39723 |      39846 |      39846 |      39846 |      39846 |      39819 |      39794
    num cache misses                 |       6077 |       6473 |       6222 |       6403 |       6309 |       6406 |       6408 |       6428 |       6258
    miss rate                        |     15.10% |     16.25% |     15.66% |     16.07% |     15.83% |     16.08% |     16.08% |     16.14% |     15.73%
    mpki                             |      43.88 |      51.96 |      51.66 |      51.17 |      46.10 |      52.73 |      50.33 |      53.27 |      51.89
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11393 |      12307 |      11560 |      12002 |      12053 |      12306 |      12144 |      12217 |      11666
    num cache misses                 |       6409 |       6947 |       7144 |       7088 |       6719 |       6896 |       6856 |       7124 |       6910
    miss rate                        |     56.25% |     56.45% |     61.80% |     59.06% |     55.75% |     56.04% |     56.46% |     58.31% |     59.23%
    mpki                             |      46.28 |      55.77 |      59.31 |      56.65 |      49.10 |      56.76 |      53.85 |      59.04 |      57.30
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       6444 |       6981 |       7179 |       7121 |       6752 |       6931 |       6887 |       7159 |       6946
    num cache misses                 |       2535 |       2467 |       2455 |       2466 |       2448 |       2463 |       2454 |       2479 |       2474
    miss rate                        |     39.34% |     35.34% |     34.20% |     34.63% |     36.26% |     35.54% |     35.63% |     34.63% |     35.62%
    mpki                             |      18.31 |      19.80 |      20.38 |      19.71 |      17.89 |      20.27 |      19.27 |      20.55 |      20.51
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22334 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.22 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      25.79 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     52.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1186 |       1188 |       1205 |       1198 |       1182 |       1190 |       1195 |       1203 |       1206
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
