                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |     40.11% |     45.99% |     45.24% |     39.68% |     40.18% |     45.99% |     44.27% |     41.09% |     46.19% |     42.97% |     44.52% |     45.32% |     44.58% |     46.14% |     41.97% |     44.95%
    mpki                             |       0.15 |       0.17 |       0.17 |       0.15 |       0.15 |       0.17 |       0.17 |       0.16 |       0.17 |       0.16 |       0.17 |       0.17 |       0.17 |       0.17 |       0.16 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39961 |      39839 |      39839 |      40227 |      39901 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       9181 |      10001 |       9960 |       8975 |       9244 |       9872 |       9623 |       9181 |       9971 |       9487 |       9581 |       9710 |       9844 |      10053 |       9304 |       9845
    miss rate                        |     22.97% |     25.10% |     25.00% |     22.31% |     23.17% |     24.78% |     24.15% |     23.05% |     25.03% |     23.81% |     24.05% |     24.37% |     24.71% |     25.23% |     23.35% |     24.71%
    mpki                             |       0.23 |       0.25 |       0.25 |       0.22 |       0.23 |       0.25 |       0.24 |       0.23 |       0.25 |       0.24 |       0.24 |       0.24 |       0.25 |       0.25 |       0.23 |       0.25
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15313 |      17005 |      16850 |      15094 |      15377 |      16875 |      16366 |      15443 |      17005 |      16033 |      16363 |      16613 |      16635 |      17079 |      15699 |      16691
    num cache misses                 |      12603 |      14401 |      14397 |      12310 |      12685 |      14212 |      13786 |      12731 |      14353 |      13256 |      13535 |      13886 |      14141 |      14430 |      13049 |      13980
    miss rate                        |     82.30% |     84.69% |     85.44% |     81.56% |     82.49% |     84.22% |     84.24% |     82.44% |     84.40% |     82.68% |     82.72% |     83.59% |     85.01% |     84.49% |     83.12% |     83.76%
    mpki                             |       0.31 |       0.36 |       0.36 |       0.31 |       0.32 |       0.35 |       0.34 |       0.32 |       0.36 |       0.33 |       0.34 |       0.35 |       0.35 |       0.36 |       0.33 |       0.35
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12638 |      14432 |      14428 |      12347 |      12719 |      14243 |      13817 |      12762 |      14384 |      13287 |      13566 |      13917 |      14172 |      14461 |      13080 |      14011
    num cache misses                 |       2748 |       2737 |       2753 |       2786 |       2717 |       2743 |       2733 |       2741 |       2741 |       2715 |       2739 |       2744 |       2747 |       2752 |       2731 |       2738
    miss rate                        |     21.74% |     18.96% |     19.08% |     22.56% |     21.36% |     19.26% |     19.78% |     21.48% |     19.06% |     20.43% |     20.19% |     19.72% |     19.38% |     19.03% |     20.88% |     19.54%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      44833 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      94.77 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1395 |       1418 |       1438 |       1391 |       1391 |       1435 |       1410 |       1418 |       1433 |       1408 |       1416 |       1420 |       1437 |       1435 |       1412 |       1413
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
