                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    num cache misses                 |      31856 |      34910 |      34909 |      34852 |      29367 |      34927 |      34914 |      34880 |      34882 |      34417 |      34828
    miss rate                        |      1.52% |      1.62% |      1.60% |      1.62% |      1.35% |      1.59% |      1.59% |      1.59% |      1.60% |      1.57% |      1.57%
    mpki                             |       1.11 |       1.25 |       1.25 |       1.24 |       1.04 |       1.25 |       1.25 |       1.25 |       1.25 |       1.23 |       1.25
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     476899 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.78 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.35 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      28989 |      32508 |      32564 |      32546 |      27017 |      32470 |      32641 |      32567 |      32548 |      32140 |      32509
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
