                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        114 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109
    num misses                       |        112 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109
    miss rate                        |     98.25% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8525013 |    8342520 |    8255448 |    8246164 |    8263602 |    8311330 |    8309405 |    8259540 |    8300730 |    8295780
    num cache misses                 |    2911763 |    2808933 |    2748074 |    2725961 |    2718129 |    2719782 |    2711191 |    2689744 |    2696954 |    2690626
    miss rate                        |     34.16% |     33.67% |     33.29% |     33.06% |     32.89% |     32.72% |     32.63% |     32.57% |     32.49% |     32.43%
    mpki                             |      37.21 |      36.68 |      36.27 |      36.01 |      35.84 |      35.65 |      35.55 |      35.48 |      35.40 |      35.33
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   36055612 |   35283320 |   34914798 |   34875510 |   34949299 |   35151310 |   35143169 |   34932124 |   35106458 |   35085506
    num cache misses                 |    7964931 |    7936273 |    7908112 |    7904174 |    7934325 |    7919720 |    7924034 |    7929214 |    7933804 |    7936855
    miss rate                        |     22.09% |     22.49% |     22.65% |     22.66% |     22.70% |     22.53% |     22.55% |     22.70% |     22.60% |     22.62%
    mpki                             |     101.78 |     103.64 |     104.36 |     104.43 |     104.60 |     103.81 |     103.89 |     104.59 |     104.13 |     104.23
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10876712 |   10745219 |   10656199 |   10630147 |   10652466 |   10639516 |   10635241 |   10618971 |   10630771 |   10627494
    num cache misses                 |    8084726 |    8299186 |    8404800 |    8408161 |    8411032 |    8322077 |    8330719 |    8423125 |    8357916 |    8363676
    miss rate                        |     74.33% |     77.24% |     78.87% |     79.10% |     78.96% |     78.22% |     78.33% |     79.32% |     78.62% |     78.70%
    mpki                             |     103.31 |     108.38 |     110.92 |     111.09 |     110.89 |     109.08 |     109.22 |     111.10 |     109.70 |     109.84
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8084746 |    8299201 |    8404815 |    8408177 |    8411048 |    8322093 |    8330735 |    8423140 |    8357930 |    8363691
    num cache misses                 |       3854 |       3765 |       3752 |       3753 |       3755 |       3771 |       3764 |       3754 |       3760 |       3759
    miss rate                        |      0.05% |      0.05% |      0.04% |      0.04% |      0.04% |      0.05% |      0.05% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      38030 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      65.18 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      11.75 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2386 |       2492 |       2514 |       2460 |       2476 |       2386 |       2428 |       2472 |       2456 |       2469
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
