                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    num misses                       |        116 |        116 |        121 |        119 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     95.87% |     95.87% |     96.03% |     95.97% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15333 |      15273 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6356 |       6259 |       5566 |       5484 |       6119 |       6522 |       6163 |       5966 |       6419 |       6594 |       5619
    miss rate                        |     41.92% |     41.28% |     36.30% |     35.91% |     40.35% |     43.01% |     40.64% |     39.34% |     42.33% |     43.48% |     37.05%
    mpki                             |       0.50 |       0.50 |       0.44 |       0.43 |       0.49 |       0.52 |       0.49 |       0.47 |       0.51 |       0.52 |       0.45
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      40204 |      40106 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       7556 |       7558 |       7194 |       7155 |       7569 |       7714 |       7607 |       7554 |       7697 |       7730 |       7121
    miss rate                        |     18.97% |     18.97% |     17.89% |     17.84% |     19.00% |     19.36% |     19.09% |     18.96% |     19.32% |     19.40% |     17.87%
    mpki                             |       0.60 |       0.60 |       0.57 |       0.57 |       0.60 |       0.61 |       0.60 |       0.60 |       0.61 |       0.61 |       0.57
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13943 |      13848 |      12794 |      12671 |      13720 |      14267 |      13802 |      13551 |      14149 |      14355 |      12773
    num cache misses                 |      10843 |      11029 |      10258 |      10011 |      10910 |      10966 |      10658 |      10667 |      10808 |      10910 |      10236
    miss rate                        |     77.77% |     79.64% |     80.18% |     79.01% |     79.52% |     76.86% |     77.22% |     78.72% |     76.39% |     76.00% |     80.14%
    mpki                             |       0.86 |       0.88 |       0.81 |       0.79 |       0.87 |       0.87 |       0.85 |       0.85 |       0.86 |       0.87 |       0.81
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10875 |      11060 |      10293 |      10044 |      10942 |      10997 |      10694 |      10698 |      10842 |      10941 |      10271
    num cache misses                 |       2554 |       2561 |       2618 |       2582 |       2557 |       2562 |       2558 |       2538 |       2561 |       2566 |       2561
    miss rate                        |     23.49% |     23.16% |     25.43% |     25.71% |     23.37% |     23.30% |     23.92% |     23.72% |     23.62% |     23.45% |     24.93%
    mpki                             |       0.20 |       0.20 |       0.21 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      28421 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.08 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      36.65 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1278 |       1289 |       1269 |       1266 |       1279 |       1282 |       1290 |       1258 |       1288 |       1299 |       1290
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
