                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num cache accesses               |      40208 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       7999 |       8625 |       8520 |       7692 |       8653 |       8714 |       8762 |       8680 |       8662 |       8677 |       8633 |       7860
    miss rate                        |     19.89% |     21.65% |     21.38% |     19.30% |     21.72% |     21.87% |     21.99% |     21.78% |     21.74% |     21.78% |     21.67% |     19.73%
    mpki                             |       0.13 |       0.14 |       0.14 |       0.13 |       0.14 |       0.15 |       0.15 |       0.14 |       0.14 |       0.14 |       0.14 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13855 |      14883 |      14920 |      13206 |      15289 |      15257 |      15456 |      15228 |      15319 |      15307 |      15211 |      13588
    num cache misses                 |      11347 |      12304 |      12073 |      10957 |      12083 |      12511 |      12407 |      12268 |      12075 |      12158 |      12216 |      11269
    miss rate                        |     81.90% |     82.67% |     80.92% |     82.97% |     79.03% |     82.00% |     80.27% |     80.56% |     78.82% |     79.43% |     80.31% |     82.93%
    mpki                             |       0.19 |       0.20 |       0.20 |       0.18 |       0.20 |       0.21 |       0.21 |       0.20 |       0.20 |       0.20 |       0.20 |       0.19
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11382 |      12335 |      12105 |      10992 |      12118 |      12543 |      12439 |      12300 |      12107 |      12191 |      12249 |      11302
    num cache misses                 |       2648 |       2594 |       2590 |       2577 |       2580 |       2590 |       2580 |       2586 |       2580 |       2573 |       2587 |       2584
    miss rate                        |     23.26% |     21.03% |     21.40% |     23.44% |     21.29% |     20.65% |     20.74% |     21.02% |     21.31% |     21.11% |     21.12% |     22.86%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31354 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      92.64 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1307 |       1320 |       1320 |       1303 |       1318 |       1322 |       1308 |       1317 |       1317 |       1309 |       1314 |       1309
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
