                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9     
    miss rate                        |      48.17% |      48.17% |      48.17% |      48.17% |      48.17% |      48.17% |      48.18% |      48.17% |      48.17% |      48.18%
    mpki                             |      412.44 |      412.44 |      412.48 |      412.43 |      412.44 |      412.46 |      412.52 |      412.48 |      412.42 |      412.50
  Cache L2                           |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    28926099 |    28924960 |    28924983 |    28925815 |    28927372 |    28924820 |    28925459 |    28924188 |    28925019 |    28926360
    num cache misses                 |    28922441 |    28920996 |    28921089 |    28921883 |    28923485 |    28920624 |    28922519 |    28920552 |    28921450 |    28923194
    miss rate                        |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99%
    mpki                             |      412.46 |      412.47 |      412.51 |      412.46 |      412.48 |      412.48 |      412.56 |      412.51 |      412.45 |      412.53
  Cache L3                           |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    28922478 |    28921033 |    28921125 |    28921919 |    28923524 |    28920660 |    28922557 |    28920589 |    28921485 |    28923232
    num cache misses                 |        2533 |        2488 |        2474 |        2511 |        2556 |        2486 |        2494 |        2492 |        2513 |        2490
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
DRAM summary                         |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       25360 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       82.07 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       28.64 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        1187 |        1198 |        1186 |        1195 |        1206 |        1199 |        1203 |        1199 |        1203 |        1202
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
