                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.81 |       0.79 |       0.73 |       0.77 |       0.76 |       0.75 |       0.78 |       0.76 |       0.81 |       0.78 |       0.79 |       0.76
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4798 |       4798 |       4859 |       4798 |       4798 |       4798 |       4798 |       4798 |       4798 |       4798 |       4798 |       4798
    num cache misses                 |       1493 |       1557 |       1343 |       1628 |       1638 |       1593 |       1594 |       1587 |       1498 |       1583 |       1525 |       1617
    miss rate                        |     31.12% |     32.45% |     27.64% |     33.93% |     34.14% |     33.20% |     33.22% |     33.08% |     31.22% |     32.99% |     31.78% |     33.70%
    mpki                             |      19.30 |      19.47 |      14.83 |      19.95 |      19.70 |      18.96 |      19.85 |      19.14 |      19.17 |      19.68 |      19.18 |      19.49
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      54164 |      57288 |      69710 |      59255 |      61106 |      62147 |      57657 |      60792 |      55106 |      57802 |      56746 |      60894
    num cache misses                 |      24787 |      26088 |      24951 |      26161 |      26186 |      26129 |      26052 |      26070 |      25314 |      26149 |      25940 |      26116
    miss rate                        |     45.76% |     45.54% |     35.79% |     44.15% |     42.85% |     42.04% |     45.18% |     42.88% |     45.94% |     45.24% |     45.71% |     42.89%
    mpki                             |     320.36 |     326.19 |     275.51 |     320.53 |     314.90 |     310.97 |     324.49 |     314.49 |     323.89 |     325.16 |     326.19 |     314.73
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      26299 |      27663 |      26315 |      27808 |      27841 |      27741 |      27663 |      27676 |      26831 |      27751 |      27482 |      27752
    num cache misses                 |      25544 |      26905 |      25624 |      26932 |      26958 |      26821 |      26899 |      26789 |      26101 |      26973 |      26752 |      26877
    miss rate                        |     97.13% |     97.26% |     97.37% |     96.85% |     96.83% |     96.68% |     97.24% |     96.80% |     97.28% |     97.20% |     97.34% |     96.85%
    mpki                             |     330.15 |     336.41 |     282.94 |     329.97 |     324.18 |     319.21 |     335.04 |     323.16 |     333.96 |     335.40 |     336.40 |     323.90
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      25565 |      26925 |      25645 |      26951 |      26977 |      26840 |      26918 |      26808 |      26122 |      26992 |      26771 |      26896
    num cache misses                 |        725 |        724 |        768 |        724 |        723 |        723 |        720 |        725 |        728 |        726 |        724 |        724
    miss rate                        |      2.84% |      2.69% |      2.99% |      2.69% |      2.68% |      2.69% |      2.67% |      2.70% |      2.79% |      2.69% |      2.70% |      2.69%
    mpki                             |       9.37 |       9.05 |       8.48 |       8.87 |       8.69 |       8.60 |       8.97 |       8.75 |       9.31 |       9.03 |       9.10 |       8.73
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       8881 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     113.89 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      60.46 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     14.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        176 |        180 |        193 |        188 |        185 |        181 |        183 |        186 |        185 |        189 |        188 |        184
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
