                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num accesses                     |      40219 |      39879 |      39490 |      38403 |      38975 |      39922 |      39332 |      39158 |      38459 |      39799 |      38580 |      38721 |      38255
    num misses                       |        118 |        117 |        115 |        110 |        111 |        117 |        115 |        115 |        110 |        117 |        111 |        111 |        110
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.28% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.95 |       0.95 |       0.97 |       0.97 |       0.97 |       0.95 |       0.97 |       0.95 |       0.95 |       0.95
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        170 |        166 |        160 |        151 |        153 |        166 |        157 |        157 |        151 |        164 |        152 |        152 |        151
    num misses                       |        121 |        117 |        113 |        107 |        108 |        117 |        110 |        110 |        107 |        115 |        107 |        107 |        107
    miss rate                        |     71.18% |     70.48% |     70.62% |     70.86% |     70.59% |     70.48% |     70.06% |     70.06% |     70.86% |     70.12% |     70.39% |     70.39% |     70.86%
    mpki                             |       0.99 |       0.97 |       0.95 |       0.92 |       0.92 |       0.97 |       0.93 |       0.93 |       0.92 |       0.95 |       0.92 |       0.92 |       0.93
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15330 |      15182 |      14995 |      14699 |      14864 |      15187 |      14944 |      14910 |      14706 |      15154 |      14746 |      14776 |      14650
    num cache misses                 |       5680 |       6333 |       6678 |       6493 |       6694 |       6083 |       6586 |       6691 |       6435 |       6402 |       6248 |       6600 |       6393
    miss rate                        |     37.05% |     41.71% |     44.53% |     44.17% |     45.03% |     40.05% |     44.07% |     44.88% |     43.76% |     42.25% |     42.37% |     44.67% |     43.64%
    mpki                             |      46.69 |      52.41 |      56.24 |      55.98 |      56.99 |      50.32 |      55.62 |      56.72 |      55.38 |      53.07 |      53.63 |      56.48 |      55.31
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40219 |      39879 |      39490 |      38403 |      38975 |      39922 |      39332 |      39158 |      38459 |      39799 |      38580 |      38721 |      38255
    num cache misses                 |       8046 |       8595 |       8989 |       8792 |       8921 |       8311 |       8849 |       8968 |       8716 |       8673 |       8590 |       8888 |       8616
    miss rate                        |     20.01% |     21.55% |     22.76% |     22.89% |     22.89% |     20.82% |     22.50% |     22.90% |     22.66% |     21.79% |     22.27% |     22.95% |     22.52%
    mpki                             |      66.14 |      71.13 |      75.70 |      75.79 |      75.96 |      68.75 |      74.74 |      76.02 |      75.02 |      71.89 |      73.73 |      76.05 |      74.54
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13763 |      14963 |      15699 |      15317 |      15647 |      14430 |      15467 |      15691 |      15183 |      15108 |      14870 |      15518 |      15039
    num cache misses                 |      11226 |      11866 |      12610 |      12223 |      12530 |      11552 |      12603 |      12617 |      12184 |      11937 |      12066 |      12307 |      12037
    miss rate                        |     81.57% |     79.30% |     80.32% |     79.80% |     80.08% |     80.06% |     81.48% |     80.41% |     80.25% |     79.01% |     81.14% |     79.31% |     80.04%
    mpki                             |      92.27 |      98.20 |     106.19 |     105.37 |     106.68 |      95.56 |     106.44 |     106.95 |     104.86 |      98.94 |     103.57 |     105.31 |     104.13
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11264 |      11902 |      12642 |      12255 |      12562 |      11589 |      12635 |      12649 |      12216 |      11971 |      12098 |      12340 |      12067
    num cache misses                 |       2639 |       2593 |       2531 |       2470 |       2499 |       2603 |       2517 |       2507 |       2464 |       2575 |       2476 |       2470 |       2468
    miss rate                        |     23.43% |     21.79% |     20.02% |     20.16% |     19.89% |     22.46% |     19.92% |     19.82% |     20.17% |     21.51% |     20.47% |     20.02% |     20.45%
    mpki                             |      21.69 |      21.46 |      21.31 |      21.29 |      21.28 |      21.53 |      21.26 |      21.25 |      21.21 |      21.34 |      21.25 |      21.14 |      21.35
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      33210 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      88.82 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      35.39 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     63.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1296 |       1298 |       1305 |       1295 |       1300 |       1308 |       1308 |       1304 |       1293 |       1310 |       1301 |       1298 |       1292
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
