                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num accesses                     |   15778140 |   15518773 |   15377667 |   15351459 |   15356295 |   15329760 |   15309714 |   15292302 |   15322141 |   15400700
    num misses                       |       6344 |       5235 |       4628 |       4522 |       4543 |       4391 |       4391 |       4391 |       4391 |       4729
    miss rate                        |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.22 |       0.19 |       0.17 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.17
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       5296 |       4689 |       4583 |       4604 |       4452 |       4452 |       4452 |       4452 |       4790
    num misses                       |        333 |        316 |        316 |        316 |        316 |        308 |        308 |        308 |        308 |        316
    miss rate                        |      5.20% |      5.97% |      6.74% |      6.90% |      6.86% |      6.92% |      6.92% |      6.92% |      6.92% |      6.60%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2837722 |    2816755 |    2812864 |    2813580 |    2809748 |    2807221 |    2803831 |    2808828 |    2820179
    num cache misses                 |    1398776 |    1450749 |    1505219 |    1507242 |    1503760 |    1487439 |    1511999 |    1497048 |    1476500 |    1489367
    miss rate                        |     48.63% |     51.12% |     53.44% |     53.58% |     53.45% |     52.94% |     53.86% |     53.39% |     52.57% |     52.81%
    mpki                             |      48.64 |      51.33 |      53.78 |      53.95 |      53.81 |      53.32 |      54.27 |      53.78 |      52.95 |      53.13
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778140 |   15518773 |   15377667 |   15351459 |   15356295 |   15329760 |   15309714 |   15292302 |   15322141 |   15400700
    num cache misses                 |     904044 |     900451 |     907267 |     912754 |     920649 |     919709 |     922619 |     909296 |     921025 |     929316
    miss rate                        |      5.73% |      5.80% |      5.90% |      5.95% |      6.00% |      6.00% |      6.03% |      5.95% |      6.01% |      6.03%
    mpki                             |      31.43 |      31.86 |      32.41 |      32.67 |      32.94 |      32.97 |      33.11 |      32.66 |      33.03 |      33.15
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2303811 |    2351962 |    2413188 |    2420680 |    2425081 |    2407838 |    2435305 |    2407022 |    2398129 |    2419416
    num cache misses                 |    1147760 |    1173923 |    1196373 |    1212473 |    1221837 |    1221379 |    1223787 |    1220159 |    1229141 |    1228961
    miss rate                        |     49.82% |     49.91% |     49.58% |     50.09% |     50.38% |     50.73% |     50.25% |     50.69% |     51.25% |     50.80%
    mpki                             |      39.91 |      41.54 |      42.74 |      43.40 |      43.72 |      43.78 |      43.92 |      43.83 |      44.08 |      43.84
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1148766 |    1174705 |    1197094 |    1213166 |    1222521 |    1222080 |    1224486 |    1220855 |    1229763 |    1229709
    num cache misses                 |      31642 |      31269 |      34648 |      34603 |      34587 |      34555 |      34569 |      34560 |      33494 |      28111
    miss rate                        |      2.75% |      2.66% |      2.89% |      2.85% |      2.83% |      2.83% |      2.82% |      2.83% |      2.72% |      2.29%
    mpki                             |       1.10 |       1.11 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.20 |       1.00
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     423828 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.67 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27564 |      27964 |      31713 |      31627 |      31538 |      31649 |      31660 |      31525 |      30543 |      25105
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
