                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  mpki                               |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15323 |      15211 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         51 |         49 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.33% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39845 |      39845 |      40224 |      39967 |      39845 |      40245 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |        158 |        158 |        159 |        158 |        158 |        159 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158
    miss rate                        |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        206 |        206 |        210 |        207 |        206 |        211 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206
    num misses                       |        122 |        122 |        126 |        123 |        122 |        127 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122
    miss rate                        |     59.22% |     59.22% |     60.00% |     59.42% |     59.22% |     60.19% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15323 |      15211 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6467 |       6938 |       5837 |       5746 |       6931 |       5639 |       6559 |       7069 |       5832 |       6907 |       6654 |       6928 |       6633 |       6942 |       6795
    miss rate                        |     42.65% |     45.75% |     38.09% |     37.78% |     45.71% |     36.78% |     43.25% |     46.62% |     38.46% |     45.55% |     43.88% |     45.69% |     43.74% |     45.78% |     44.81%
    mpki                             |       0.11 |       0.12 |       0.10 |       0.10 |       0.12 |       0.09 |       0.11 |       0.12 |       0.10 |       0.11 |       0.11 |       0.12 |       0.11 |       0.12 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      39845 |      40224 |      39967 |      39845 |      40245 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       9101 |       9661 |       8771 |       8795 |       9736 |       8414 |       9334 |       9900 |       8769 |       9579 |       9453 |       9828 |       9350 |       9750 |       9603
    miss rate                        |     22.84% |     24.25% |     21.81% |     22.01% |     24.43% |     20.91% |     23.43% |     24.85% |     22.01% |     24.04% |     23.72% |     24.67% |     23.47% |     24.47% |     24.10%
    mpki                             |       0.15 |       0.16 |       0.15 |       0.15 |       0.16 |       0.14 |       0.16 |       0.16 |       0.15 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15599 |      16629 |      14642 |      14574 |      16698 |      14088 |      15924 |      16999 |      14632 |      16518 |      16138 |      16786 |      16016 |      16723 |      16429
    num cache misses                 |      12983 |      13722 |      12091 |      12128 |      13874 |      11719 |      13181 |      13946 |      12194 |      13672 |      13227 |      13986 |      13410 |      13876 |      13653
    miss rate                        |     83.23% |     82.52% |     82.58% |     83.22% |     83.09% |     83.18% |     82.77% |     82.04% |     83.34% |     82.77% |     81.96% |     83.32% |     83.73% |     82.98% |     83.10%
    mpki                             |       0.22 |       0.23 |       0.20 |       0.20 |       0.23 |       0.19 |       0.22 |       0.23 |       0.20 |       0.23 |       0.22 |       0.23 |       0.22 |       0.23 |       0.23
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13014 |      13752 |      12128 |      12164 |      13905 |      11756 |      13212 |      13976 |      12228 |      13704 |      13258 |      14016 |      13443 |      13907 |      13684
    num cache misses                 |       2648 |       2655 |       2705 |       2662 |       2664 |       2704 |       2647 |       2659 |       2636 |       2655 |       2644 |       2658 |       2659 |       2667 |       2671
    miss rate                        |     20.35% |     19.31% |     22.30% |     21.88% |     19.16% |     23.00% |     20.03% |     19.03% |     21.56% |     19.37% |     19.94% |     18.96% |     19.78% |     19.18% |     19.52%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40411 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      91.95 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      38.52 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1364 |       1366 |       1359 |       1354 |       1380 |       1342 |       1368 |       1377 |       1346 |       1368 |       1365 |       1374 |       1377 |       1379 |       1392
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
