                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    miss rate                        |     57.92% |     57.48% |     57.86% |     57.87% |     57.48% |     57.12% |     57.11% |     57.35% |     57.14% |     56.63% |     56.93% |     56.75%
    mpki                             |      57.93 |      57.49 |      57.90 |      57.92 |      57.55 |      57.18 |      57.16 |      57.42 |      57.19 |      56.66 |      56.99 |      56.82
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15776382 |   15778122 |   15740252 |   15726922 |   15707934 |   15717781 |   15725441 |   15703147 |   15732841 |   15742026 |   15708526 |   15711130
    num cache misses                 |    2336683 |    2331844 |    2338118 |    2344706 |    2349094 |    2332176 |    2345966 |    2336502 |    2338196 |    2341283 |    2340957 |    2331167
    miss rate                        |     14.81% |     14.78% |     14.85% |     14.91% |     14.95% |     14.84% |     14.92% |     14.88% |     14.86% |     14.87% |     14.90% |     14.84%
    mpki                             |      81.26 |      81.08 |      81.50 |      81.81 |      82.07 |      81.42 |      81.86 |      81.65 |      81.55 |      81.61 |      81.78 |      81.42
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4003340 |    3986084 |    3999863 |    4005442 |    3997195 |    3970677 |    3984935 |    3980400 |    3978624 |    3967698 |    3973198 |    3958653
    num cache misses                 |    3135353 |    3140220 |    3149922 |    3168719 |    3177704 |    3157062 |    3175963 |    3171801 |    3159438 |    3170849 |    3172316 |    3154207
    miss rate                        |     78.32% |     78.78% |     78.75% |     79.11% |     79.50% |     79.51% |     79.70% |     79.69% |     79.41% |     79.92% |     79.84% |     79.68%
    mpki                             |     109.03 |     109.19 |     109.80 |     110.56 |     111.01 |     110.22 |     110.82 |     110.84 |     110.19 |     110.52 |     110.82 |     110.17
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3136110 |    3141035 |    3150693 |    3169508 |    3178485 |    3157838 |    3176777 |    3172541 |    3160230 |    3171619 |    3173122 |    3155009
    num cache misses                 |      35697 |      33802 |      35416 |      35411 |      35412 |      35442 |      35433 |      35363 |      35386 |      35352 |      35382 |      35386
    miss rate                        |      1.14% |      1.08% |      1.12% |      1.12% |      1.11% |      1.12% |      1.12% |      1.11% |      1.12% |      1.11% |      1.12% |      1.12%
    mpki                             |       1.24 |       1.18 |       1.23 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.23 |       1.23 |       1.24 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     541935 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      58.13 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.70 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34093 |      32150 |      33810 |      33822 |      33804 |      33861 |      33869 |      33736 |      33794 |      33790 |      33802 |      33747
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
