                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778126 |   15772106 |   15714853 |   15714189 |   15729916 |   15695022 |   15706523 |   15715982 |   15692851 |   15740692 |   15752303 |   15691643 |   15755208
    num misses                       |       6344 |       6308 |       6062 |       6060 |       6129 |       5986 |       6027 |       6068 |       5978 |       6180 |       6221 |       5973 |       6231
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.22 |       0.22 |       0.21 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       6369 |       6123 |       6121 |       6190 |       6047 |       6088 |       6129 |       6039 |       6241 |       6282 |       6034 |       6292
    num misses                       |        333 |        321 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        318 |        316 |        318
    miss rate                        |      5.20% |      5.04% |      5.16% |      5.16% |      5.11% |      5.23% |      5.19% |      5.16% |      5.23% |      5.06% |      5.06% |      5.24% |      5.05%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2875364 |    2866857 |    2866758 |    2869096 |    2863911 |    2865619 |    2867028 |    2863587 |    2870697 |    2872421 |    2863408 |    2872853
    num cache misses                 |    1724322 |    1710811 |    1723916 |    1712923 |    1709200 |    1711285 |    1700760 |    1699691 |    1691658 |    1685311 |    1692839 |    1703084 |    1684826
    miss rate                        |     59.95% |     59.50% |     60.13% |     59.75% |     59.57% |     59.75% |     59.35% |     59.28% |     59.07% |     58.71% |     58.93% |     59.48% |     58.65%
    mpki                             |      59.96 |      59.51 |      60.20 |      59.82 |      59.62 |      59.84 |      59.42 |      59.35 |      59.16 |      58.75 |      58.96 |      59.56 |      58.67
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778126 |   15772106 |   15714853 |   15714189 |   15729916 |   15695022 |   15706523 |   15715982 |   15692851 |   15740692 |   15752303 |   15691643 |   15755208
    num cache misses                 |    3060148 |    3051117 |    3065592 |    3059814 |    3058546 |    3074527 |    3073984 |    3065717 |    3067780 |    3050009 |    3054118 |    3068181 |    3050653
    miss rate                        |     19.39% |     19.35% |     19.51% |     19.47% |     19.44% |     19.59% |     19.57% |     19.51% |     19.55% |     19.38% |     19.39% |     19.55% |     19.36%
    mpki                             |     106.40 |     106.13 |     107.05 |     106.85 |     106.69 |     107.50 |     107.40 |     107.04 |     107.28 |     106.32 |     106.38 |     107.30 |     106.24
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4785242 |    4762597 |    4790266 |    4773504 |    4768527 |    4786570 |    4775511 |    4766185 |    4760225 |    4736096 |    4747760 |    4772029 |    4736278
    num cache misses                 |    4122233 |    4117108 |    4152628 |    4148916 |    4155387 |    4164447 |    4166037 |    4161671 |    4159688 |    4140614 |    4130225 |    4159356 |    4119353
    miss rate                        |     86.14% |     86.45% |     86.69% |     86.92% |     87.14% |     87.00% |     87.24% |     87.32% |     87.38% |     87.43% |     86.99% |     87.16% |     86.97%
    mpki                             |     143.33 |     143.21 |     145.00 |     144.88 |     144.95 |     145.61 |     145.55 |     145.31 |     145.47 |     144.33 |     143.86 |     145.47 |     143.45
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4123018 |    4117787 |    4153393 |    4149697 |    4156180 |    4165221 |    4166815 |    4162459 |    4160487 |    4141405 |    4131044 |    4160131 |    4120163
    num cache misses                 |      35590 |      34933 |      35484 |      35560 |      35588 |      35502 |      35545 |      35552 |      35530 |      35500 |      35637 |      35351 |      35618
    miss rate                        |      0.86% |      0.85% |      0.85% |      0.86% |      0.86% |      0.85% |      0.85% |      0.85% |      0.85% |      0.86% |      0.86% |      0.85% |      0.86%
    mpki                             |       1.24 |       1.22 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     593783 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.52 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      33963 |      33407 |      33980 |      34058 |      34055 |      34001 |      34042 |      34032 |      34014 |      33997 |      34034 |      33842 |      34074
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
