                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    num accesses                     |   15778114 |   15753693 |   15708365 |   15680712 |   15588926 |   15579586 |   15559087 |   15553600 |   15632716
    num misses                       |       6344 |       6227 |       6033 |       5922 |       5534 |       5492 |       5401 |       5379 |       5720
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.03% |      0.03% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.21 |       0.21 |       0.19 |       0.19 |       0.19 |       0.19 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       6288 |       6094 |       5983 |       5595 |       5553 |       5462 |       5440 |       5781
    num misses                       |        333 |        318 |        316 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.20% |      5.06% |      5.19% |      5.28% |      5.65% |      5.69% |      5.79% |      5.81% |      5.47%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2872629 |    2865892 |    2861783 |    2848146 |    2846759 |    2843711 |    2842898 |    2854653
    num cache misses                 |    1366137 |    1379150 |    1386915 |    1413570 |    1388293 |    1391043 |    1373906 |    1358400 |    1393977
    miss rate                        |     47.50% |     48.01% |     48.39% |     49.39% |     48.74% |     48.86% |     48.31% |     47.78% |     48.83%
    mpki                             |      47.50 |      48.03 |      48.45 |      49.47 |      48.89 |      49.02 |      48.48 |      47.95 |      48.95
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778114 |   15753693 |   15708365 |   15680712 |   15588926 |   15579586 |   15559087 |   15553600 |   15632716
    num cache misses                 |     565023 |     570012 |     568424 |     569310 |     558454 |     565075 |     568364 |     563998 |     562853
    miss rate                        |      3.58% |      3.62% |      3.62% |      3.63% |      3.58% |      3.63% |      3.65% |      3.63% |      3.60%
    mpki                             |      19.65 |      19.85 |      19.86 |      19.93 |      19.67 |      19.91 |      20.06 |      19.91 |      19.76
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1931890 |    1949852 |    1956034 |    1983579 |    1947432 |    1956786 |    1942907 |    1923057 |    1957445
    num cache misses                 |     657316 |     664542 |     671845 |     680280 |     685261 |     691861 |     702833 |     702973 |     700771
    miss rate                        |     34.02% |     34.08% |     34.35% |     34.30% |     35.19% |     35.36% |     36.17% |     36.55% |     35.80%
    mpki                             |      22.86 |      23.14 |      23.47 |      23.81 |      24.13 |      24.38 |      24.80 |      24.82 |      24.61
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |     658054 |     665245 |     672554 |     680983 |     685951 |     692543 |     703477 |     703637 |     701397
    num cache misses                 |      31310 |      31057 |      30898 |      27439 |      30723 |      30902 |      30848 |      30886 |      22644
    miss rate                        |      4.76% |      4.67% |      4.59% |      4.03% |      4.48% |      4.46% |      4.39% |      4.39% |      3.23%
    mpki                             |       1.09 |       1.08 |       1.08 |       0.96 |       1.08 |       1.09 |       1.09 |       1.09 |       0.80
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     349001 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.07 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.64 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27050 |      26964 |      26862 |      23450 |      26800 |      26993 |      26840 |      26869 |      18748
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
