                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    num misses                       |        110 |        118 |        115 |        111 |        110 |        117 |        116 |        110 |        110 |        110 |        117 |        110 |        110 |        107
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.96 |       0.97 |       0.97 |       0.95 |       0.95 |       0.97 |       0.98 |       0.97 |       0.95 |       0.97 |       0.97 |       0.97 |       0.96 |       0.95
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        151 |        170 |        157 |        152 |        151 |        165 |        161 |        151 |        151 |        151 |        164 |        151 |        151 |        148
    num misses                       |        107 |        121 |        110 |        107 |        107 |        116 |        114 |        107 |        107 |        107 |        115 |        107 |        107 |        107
    miss rate                        |     70.86% |     71.18% |     70.06% |     70.39% |     70.86% |     70.30% |     70.81% |     70.86% |     70.86% |     70.86% |     70.12% |     70.86% |     70.86% |     72.30%
    mpki                             |       0.93 |       0.99 |       0.93 |       0.92 |       0.93 |       0.96 |       0.96 |       0.94 |       0.93 |       0.94 |       0.95 |       0.94 |       0.94 |       0.95
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14554 |      15330 |      14933 |      14745 |      14639 |      15163 |      14995 |      14453 |      14639 |      14400 |      15153 |      14417 |      14505 |      14354
    num cache misses                 |       6139 |       5353 |       6385 |       6317 |       6338 |       5595 |       6217 |       6124 |       6452 |       6351 |       5744 |       5976 |       6326 |       6109
    miss rate                        |     42.18% |     34.92% |     42.76% |     42.84% |     43.30% |     36.90% |     41.46% |     42.37% |     44.07% |     44.10% |     37.91% |     41.45% |     43.61% |     42.56%
    mpki                             |      53.52 |      44.00 |      53.98 |      54.22 |      54.89 |      46.35 |      52.33 |      53.83 |      55.87 |      56.06 |      47.61 |      52.69 |      55.33 |      54.19
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      37904 |      40214 |      39285 |      38580 |      38196 |      39810 |      39493 |      37582 |      38196 |      37389 |      39784 |      37439 |      37747 |      37202
    num cache misses                 |       8797 |       8033 |       8910 |       9013 |       8850 |       8302 |       8779 |       8796 |       9033 |       8954 |       8427 |       8656 |       8959 |       8657
    miss rate                        |     23.21% |     19.98% |     22.68% |     23.36% |     23.17% |     20.85% |     22.23% |     23.40% |     23.65% |     23.95% |     21.18% |     23.12% |     23.73% |     23.27%
    mpki                             |      76.69 |      66.03 |      75.33 |      77.36 |      76.64 |      68.78 |      73.90 |      77.32 |      78.23 |      79.03 |      69.85 |      76.32 |      78.37 |      76.79
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14970 |      13423 |      15328 |      15362 |      15220 |      13929 |      15029 |      14951 |      15517 |      15337 |      14205 |      14662 |      15315 |      14797
    num cache misses                 |      12659 |      11324 |      12672 |      12888 |      12696 |      11780 |      12487 |      12574 |      12952 |      12926 |      11988 |      12379 |      12793 |      12378
    miss rate                        |     84.56% |     84.36% |     82.67% |     83.90% |     83.42% |     84.57% |     83.09% |     84.10% |     83.47% |     84.28% |     84.39% |     84.43% |     83.53% |     83.65%
    mpki                             |     110.35 |      93.09 |     107.13 |     110.63 |     109.95 |      97.60 |     105.11 |     110.52 |     112.16 |     114.09 |      99.37 |     109.15 |     111.90 |     109.79
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12694 |      11363 |      12705 |      12921 |      12728 |      11813 |      12521 |      12605 |      12984 |      12958 |      12023 |      12409 |      12823 |      12409
    num cache misses                 |       2488 |       2650 |       2532 |       2513 |       2496 |       2604 |       2553 |       2475 |       2502 |       2471 |       2595 |       2460 |       2472 |       2456
    miss rate                        |     19.60% |     23.32% |     19.93% |     19.45% |     19.61% |     22.04% |     20.39% |     19.64% |     19.27% |     19.07% |     21.58% |     19.82% |     19.28% |     19.79%
    mpki                             |      21.69 |      21.78 |      21.41 |      21.57 |      21.62 |      21.57 |      21.49 |      21.75 |      21.67 |      21.81 |      21.51 |      21.69 |      21.62 |      21.78
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      35730 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      97.85 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      44.42 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     73.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1319 |       1305 |       1321 |       1331 |       1313 |       1324 |       1324 |       1310 |       1323 |       1298 |       1320 |       1291 |       1312 |       1289
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
