                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12724 |      12630 |      12676 |      12689 |      12582 |      12506 |      12574 |      12623 |      12649
    num cache misses                 |      11560 |      11449 |      11601 |      11574 |      11562 |      11542 |      11456 |      11522 |      11533
    miss rate                        |     90.85% |     90.65% |     91.52% |     91.21% |     91.89% |     92.29% |     91.11% |     91.28% |     91.18%
    mpki                             |     127.61 |     129.29 |     136.68 |     133.34 |     136.31 |     138.44 |     137.86 |     137.19 |     130.73
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11583 |      11465 |      11618 |      11589 |      11584 |      11561 |      11477 |      11543 |      11551
    num cache misses                 |        769 |        716 |        720 |        717 |        719 |        718 |        715 |        718 |        717
    miss rate                        |      6.64% |      6.25% |      6.20% |      6.19% |      6.21% |      6.21% |      6.23% |      6.22% |      6.21%
    mpki                             |       8.49 |       8.09 |       8.48 |       8.26 |       8.48 |       8.61 |       8.60 |       8.55 |       8.13
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       6563 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     110.96 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      57.53 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     21.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |        183 |        177 |        180 |        176 |        176 |        176 |        173 |        178 |        178
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
