                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1166 |       1167 |       1166 |       1166 |       1203 |       1166 |       1167 |       1167 |       1167 |       1167 |       1166
    num misses                       |        354 |        354 |        354 |        354 |        363 |        354 |        354 |        354 |        354 |        354 |        354
    miss rate                        |     30.36% |     30.33% |     30.36% |     30.36% |     30.17% |     30.36% |     30.33% |     30.33% |     30.33% |     30.33% |     30.36%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15632105 |   15952725 |   15598134 |   15580096 |   16653068 |   15652082 |   15950758 |   16175449 |   15887291 |   15838731 |   15759658
    num cache misses                 |    6963716 |    6772200 |    6968213 |    6902249 |    6414423 |    6925463 |    6785837 |    6680843 |    6710247 |    6757716 |    6915039
    miss rate                        |     44.55% |     42.45% |     44.67% |     44.30% |     38.52% |     44.25% |     42.54% |     41.30% |     42.24% |     42.67% |     43.88%
    mpki                             |      68.74 |      65.48 |      68.94 |      68.37 |      59.37 |      68.28 |      65.62 |      63.68 |      65.15 |      65.82 |      67.70
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   36706444 |   37504542 |   36621611 |   36576995 |   39205558 |   36756348 |   37499965 |   38059521 |   37341757 |   37220860 |   37024248
    num cache misses                 |    3053848 |    2992772 |    3074983 |    3052591 |    2903498 |    3056211 |    3006044 |    2955667 |    2999073 |    3008629 |    3034260
    miss rate                        |      8.32% |      7.98% |      8.40% |      8.35% |      7.41% |      8.31% |      8.02% |      7.77% |      8.03% |      8.08% |      8.20%
    mpki                             |      30.15 |      28.94 |      30.42 |      30.24 |      26.88 |      30.13 |      29.07 |      28.17 |      29.12 |      29.30 |      29.70
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10021433 |    9768776 |   10046920 |    9958526 |    9321559 |    9985726 |    9795594 |    9640258 |    9713263 |    9770318 |    9953227
    num cache misses                 |    3142896 |    3031349 |    3139355 |    3112790 |    2747595 |    3114394 |    3040980 |    2915931 |    3066128 |    3079382 |    3090263
    miss rate                        |     31.36% |     31.03% |     31.25% |     31.26% |     29.48% |     31.19% |     31.04% |     30.25% |     31.57% |     31.52% |     31.05%
    mpki                             |      31.03 |      29.31 |      31.06 |      30.83 |      25.43 |      30.70 |      29.41 |      27.80 |      29.77 |      29.99 |      30.25
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3146886 |    3035278 |    3143201 |    3116594 |    2751425 |    3118558 |    3044832 |    2919854 |    3070219 |    3083496 |    3094319
    num cache misses                 |      30057 |      28716 |      29758 |      29555 |      27533 |      30275 |      28912 |      28132 |      29584 |      29912 |      30234
    miss rate                        |      0.96% |      0.95% |      0.95% |      0.95% |      1.00% |      0.97% |      0.95% |      0.96% |      0.96% |      0.97% |      0.98%
    mpki                             |       0.30 |       0.28 |       0.29 |       0.29 |       0.25 |       0.30 |       0.28 |       0.27 |       0.29 |       0.29 |       0.30
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     482808 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      59.53 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       6.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      16375 |      15099 |      16155 |      16103 |      14267 |      16650 |      15368 |      14821 |      16138 |      16233 |      16507
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
