                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        114 |        109
    num misses                       |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        112 |        109
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |     98.25% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8443917 |    8456554 |    8440088 |    8456732 |    8504486 |    8461936 |    8484936 |    8495720 |    8487616 |    8489660 |    8525013 |    8488464
    num cache misses                 |    2926149 |    2861986 |    2828039 |    2813499 |    2811332 |    2788514 |    2785673 |    2780935 |    2772714 |    2768108 |    2775788 |    2760839
    miss rate                        |     34.65% |     33.84% |     33.51% |     33.27% |     33.06% |     32.95% |     32.83% |     32.73% |     32.67% |     32.61% |     32.56% |     32.52%
    mpki                             |      37.75 |      36.87 |      36.50 |      36.24 |      36.01 |      35.90 |      35.77 |      35.66 |      35.59 |      35.52 |      35.47 |      35.43
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   35712498 |   35765966 |   35696284 |   35766735 |   35968849 |   35788765 |   35886110 |   35931748 |   35897447 |   35906101 |   36055627 |   35901036
    num cache misses                 |   12917257 |   12974663 |   12972912 |   12999444 |   12975698 |   13000808 |   13022082 |   13007644 |   13023484 |   13037175 |   13029598 |   13032395
    miss rate                        |     36.17% |     36.28% |     36.34% |     36.35% |     36.07% |     36.33% |     36.29% |     36.20% |     36.28% |     36.31% |     36.14% |     36.30%
    mpki                             |     166.65 |     167.14 |     167.45 |     167.46 |     166.21 |     167.37 |     167.19 |     166.79 |     167.16 |     167.29 |     166.50 |     167.25
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15843423 |   15836664 |   15800965 |   15812957 |   15787043 |   15789344 |   15807768 |   15788593 |   15796212 |   15805294 |   15805403 |   15793247
    num cache misses                 |   13636448 |   13644997 |   13707261 |   13693143 |   13497241 |   13663650 |   13636533 |   13586518 |   13659424 |   13678012 |   13543265 |   13691496
    miss rate                        |     86.07% |     86.16% |     86.75% |     86.59% |     85.50% |     86.54% |     86.26% |     86.05% |     86.47% |     86.54% |     85.69% |     86.69%
    mpki                             |     175.93 |     175.78 |     176.92 |     176.39 |     172.89 |     175.91 |     175.08 |     174.21 |     175.32 |     175.51 |     173.06 |     175.71
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13636470 |   13645019 |   13707280 |   13693160 |   13497255 |   13663675 |   13636546 |   13586532 |   13659438 |   13678028 |   13543282 |   13691511
    num cache misses                 |       4062 |       4094 |       4140 |       4127 |       4082 |       4150 |       4186 |       4137 |       4130 |       4123 |       4150 |       4141
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      50195 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      64.47 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      11.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2658 |       2677 |       2675 |       2668 |       2565 |       2676 |       2610 |       2594 |       2633 |       2641 |       2645 |       2660
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
