                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    num cache misses                 |       5667 |       6025 |       5914 |       6047 |       5797 |       6068 |       5833 |       6066 |       5691
    miss rate                        |     14.10% |     15.07% |     14.72% |     15.19% |     14.58% |     15.20% |     14.77% |     15.30% |     14.41%
    mpki                             |      46.59 |      49.72 |      48.66 |      50.10 |      48.08 |      50.19 |      49.07 |      50.66 |      47.91
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10944 |      12103 |      11992 |      12200 |      11416 |      12174 |      11638 |      12290 |      11216
    num cache misses                 |       6870 |       7156 |       6644 |       6884 |       6884 |       6971 |       7355 |       7143 |       7224
    miss rate                        |     62.77% |     59.13% |     55.40% |     56.43% |     60.30% |     57.26% |     63.20% |     58.12% |     64.41%
    mpki                             |      56.48 |      59.05 |      54.67 |      57.03 |      57.09 |      57.66 |      61.88 |      59.65 |      60.82
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       6906 |       7190 |       6680 |       6920 |       6918 |       7007 |       7389 |       7175 |       7261
    num cache misses                 |       2547 |       2508 |       2522 |       2466 |       2459 |       2491 |       2431 |       2435 |       2431
    miss rate                        |     36.88% |     34.88% |     37.75% |     35.64% |     35.54% |     35.55% |     32.90% |     33.94% |     33.48%
    mpki                             |      20.94 |      20.70 |      20.75 |      20.43 |      20.39 |      20.60 |      20.45 |      20.33 |      20.47
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22402 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.62 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      26.19 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     52.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1212 |       1207 |       1202 |       1199 |       1200 |       1203 |       1201 |       1197 |       1201
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
