                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    miss rate                        |     82.09% |     82.54% |     82.74% |     82.90% |     83.00% |     82.95% |     82.98% |     83.20% |     83.29% |     83.25% |     83.28% |     83.08% |     83.02%
    mpki                             |     133.81 |     134.62 |     133.67 |     134.70 |     134.86 |     134.63 |     133.77 |     134.99 |     135.09 |     135.09 |     134.97 |     131.43 |     133.41
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3813431 |    3826930 |    3813011 |    3825759 |    3833151 |    3827860 |    3812604 |    3833089 |    3839774 |    3837611 |    3837536 |    3780617 |    3806410
    num cache misses                 |      35419 |      35432 |      35424 |      35410 |      35452 |      35448 |      35366 |      35405 |      35447 |      35442 |      35407 |      35779 |      35357
    miss rate                        |      0.93% |      0.93% |      0.93% |      0.93% |      0.92% |      0.93% |      0.93% |      0.92% |      0.92% |      0.92% |      0.92% |      0.95% |      0.93%
    mpki                             |       1.24 |       1.25 |       1.24 |       1.25 |       1.25 |       1.25 |       1.24 |       1.25 |       1.25 |       1.25 |       1.25 |       1.24 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     585578 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      59.07 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       5.64 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      7.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      32797 |      32844 |      32714 |      32769 |      32789 |      32831 |      32722 |      32747 |      32724 |      32727 |      32768 |      32973 |      32733
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
