                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num cache misses                 |    1546862 |    1610333 |    1556713 |    1614751 |    1619595 |    1558271 |    1560842 |    1601353 |    1568327 |    1581939 |    1512469 |    1553216
    miss rate                        |     33.69% |     35.60% |     33.93% |     35.68% |     35.73% |     33.99% |     33.96% |     35.25% |     34.20% |     34.77% |     33.06% |     33.88%
    mpki                             |     155.18 |     163.99 |     156.29 |     164.35 |     164.56 |     156.57 |     156.41 |     162.37 |     157.54 |     160.15 |     152.28 |     156.07
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1919501 |    1975127 |    1918702 |    1973926 |    1977440 |    1917264 |    1916841 |    1956471 |    1925925 |    1936270 |    1868172 |    1908501
    num cache misses                 |    1640575 |    1675956 |    1647009 |    1677771 |    1680412 |    1665490 |    1647203 |    1679987 |    1667159 |    1680728 |    1679395 |    1669256
    miss rate                        |     85.47% |     84.85% |     85.84% |     85.00% |     84.98% |     86.87% |     85.93% |     85.87% |     86.56% |     86.80% |     89.90% |     87.46%
    mpki                             |     164.58 |     170.68 |     165.35 |     170.76 |     170.74 |     167.35 |     165.07 |     170.35 |     167.47 |     170.15 |     169.09 |     167.73
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1640622 |    1675999 |    1647055 |    1677819 |    1680459 |    1665538 |    1647254 |    1680035 |    1667207 |    1680774 |    1679442 |    1669307
    num cache misses                 |       3772 |       3796 |       3710 |       3796 |       3799 |       3776 |       3806 |       3788 |       3803 |       3802 |       3793 |       3783
    miss rate                        |      0.23% |      0.23% |      0.23% |      0.23% |      0.23% |      0.23% |      0.23% |      0.23% |      0.23% |      0.23% |      0.23% |      0.23%
    mpki                             |       0.38 |       0.39 |       0.37 |       0.39 |       0.39 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      46399 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.02 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      31.59 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2126 |       2228 |       2051 |       2216 |       2228 |       2182 |       2054 |       2218 |       2215 |       2265 |       2217 |       2211
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
