                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num misses                       |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      39839 |      39839 |      39839 |      40227 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         75 |         75 |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       6491 |       6844 |       6704 |       6932 |       5205 |       6536 |       5558 |       6225 |       6692 |       6813 |       6675 |       6771 |       6792
    miss rate                        |     42.80% |     45.13% |     44.21% |     45.71% |     33.94% |     43.10% |     36.65% |     41.05% |     44.13% |     44.93% |     44.02% |     44.65% |     44.79%
    mpki                             |       0.16 |       0.17 |       0.17 |       0.17 |       0.13 |       0.16 |       0.14 |       0.16 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39839 |      39839 |      40227 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8828 |       9220 |       9055 |       9347 |       7757 |       8930 |       8166 |       8611 |       9112 |       9139 |       9017 |       9176 |       9197
    miss rate                        |     22.16% |     23.14% |     22.73% |     23.46% |     19.28% |     22.42% |     20.50% |     21.61% |     22.87% |     22.94% |     22.63% |     23.03% |     23.09%
    mpki                             |       0.22 |       0.23 |       0.23 |       0.23 |       0.19 |       0.22 |       0.20 |       0.21 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15348 |      16094 |      15789 |      16310 |      12997 |      15496 |      13755 |      14866 |      15835 |      15982 |      15721 |      15977 |      16019
    num cache misses                 |      12843 |      13492 |      13240 |      13604 |      10855 |      13032 |      11437 |      12429 |      13201 |      13458 |      12889 |      13257 |      13548
    miss rate                        |     83.68% |     83.83% |     83.86% |     83.41% |     83.52% |     84.10% |     83.15% |     83.61% |     83.37% |     84.21% |     81.99% |     82.98% |     84.57%
    mpki                             |       0.32 |       0.34 |       0.33 |       0.34 |       0.27 |       0.33 |       0.29 |       0.31 |       0.33 |       0.34 |       0.32 |       0.33 |       0.34
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12873 |      13523 |      13271 |      13635 |      10893 |      13063 |      11471 |      12460 |      13232 |      13489 |      12920 |      13288 |      13580
    num cache misses                 |       2611 |       2616 |       2617 |       2619 |       2662 |       2615 |       2589 |       2608 |       2617 |       2636 |       2607 |       2622 |       2629
    miss rate                        |     20.28% |     19.34% |     19.72% |     19.21% |     24.44% |     20.02% |     22.57% |     20.93% |     19.78% |     19.54% |     20.18% |     19.73% |     19.36%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      34667 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      89.06 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      35.63 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1338 |       1345 |       1346 |       1352 |       1321 |       1340 |       1320 |       1332 |       1348 |       1367 |       1331 |       1359 |       1362
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
