                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1063864 |    1066673 |    1082247 |    1068312 |    1071883 |    1086159 |    1074622 |    1075125 |    1086154 |    1077334 |    1080291 |    1083587 |    1086228 |    1079270 |    1084479
    num cache misses                 |     362799 |     358901 |     360258 |     354699 |     354165 |     354367 |     352512 |     351866 |     353972 |     351275 |     351853 |     352470 |     352536 |     350402 |     351741
    miss rate                        |     34.10% |     33.65% |     33.29% |     33.20% |     33.04% |     32.63% |     32.80% |     32.73% |     32.59% |     32.61% |     32.57% |     32.53% |     32.46% |     32.47% |     32.43%
    mpki                             |      37.45 |      36.95 |      36.55 |      36.46 |      36.28 |      35.82 |      36.02 |      35.94 |      35.78 |      35.80 |      35.76 |      35.71 |      35.63 |      35.65 |      35.61
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4470455 |    4482296 |    4547956 |    4489196 |    4504255 |    4564447 |    4515804 |    4517924 |    4564421 |    4527236 |    4539700 |    4553595 |    4564600 |    4535393 |    4557361
    num cache misses                 |    2147801 |    2164801 |    2089626 |    2172210 |    2164471 |    2059527 |    2165955 |    2171715 |    2075750 |    2168134 |    2135992 |    2117923 |    2088169 |    2147556 |    2106195
    miss rate                        |     48.04% |     48.30% |     45.95% |     48.39% |     48.05% |     45.12% |     47.96% |     48.07% |     45.48% |     47.89% |     47.05% |     46.51% |     45.75% |     47.35% |     46.22%
    mpki                             |     221.69 |     222.85 |     212.00 |     223.27 |     221.73 |     208.19 |     221.31 |     221.80 |     209.83 |     220.97 |     217.10 |     214.60 |     211.07 |     218.48 |     213.24
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2510614 |    2523715 |    2449896 |    2526920 |    2518650 |    2413906 |    2518480 |    2523594 |    2429734 |    2519422 |    2487856 |    2470405 |    2440720 |    2497970 |    2457948
    num cache misses                 |    2290269 |    2305039 |    2236957 |    2307919 |    2304941 |    2216016 |    2297924 |    2298420 |    2220370 |    2293064 |    2290819 |    2264976 |    2227720 |    2289190 |    2244036
    miss rate                        |     91.22% |     91.34% |     91.31% |     91.33% |     91.51% |     91.80% |     91.24% |     91.08% |     91.38% |     91.02% |     92.08% |     91.68% |     91.27% |     91.64% |     91.30%
    mpki                             |     236.39 |     237.29 |     226.95 |     237.22 |     236.12 |     224.01 |     234.80 |     234.74 |     224.45 |     233.71 |     232.83 |     229.50 |     225.18 |     232.89 |     227.19
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2290283 |    2305054 |    2236969 |    2307930 |    2304957 |    2216028 |    2297939 |    2298435 |    2220382 |    2293078 |    2290831 |    2264988 |    2227735 |    2289202 |    2244048
    num cache misses                 |       1490 |       1495 |       1493 |       1489 |       1494 |       1492 |       1496 |       1498 |       1497 |       1495 |       1494 |       1494 |       1543 |       1496 |       1494
    miss rate                        |      0.07% |      0.06% |      0.07% |      0.06% |      0.06% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.16 |       0.15 |       0.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22531 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.86 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      40.43 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        521 |        509 |        488 |        523 |        526 |        450 |        511 |        497 |        488 |        513 |        526 |        526 |        511 |        513 |        484
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
