                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num cache accesses               |       4798 |       4798 |       4798 |       4798 |       4859 |       4798 |       4798 |       4798 |       4798 |       4798 |       4798 |       4798
    num cache misses                 |       1597 |       1720 |       1574 |       1667 |       1650 |       1707 |       1719 |       1695 |       1706 |       1660 |       1718 |       1677
    miss rate                        |     33.28% |     35.85% |     32.81% |     34.74% |     33.96% |     35.58% |     35.83% |     35.33% |     35.56% |     34.60% |     35.81% |     34.95%
    mpki                             |      17.76 |      20.18 |      17.48 |      19.08 |      18.22 |      19.91 |      20.09 |      19.98 |      20.23 |      19.69 |      20.44 |      19.99
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      69218 |      63576 |      69376 |      66160 |      69710 |      64216 |      63991 |      63134 |      62491 |      62476 |      62186 |      61984
    num cache misses                 |      19664 |      19840 |      19655 |      19852 |      19379 |      19814 |      19876 |      19874 |      19833 |      19748 |      19802 |      19695
    miss rate                        |     28.41% |     31.21% |     28.33% |     30.01% |     27.80% |     30.86% |     31.06% |     31.48% |     31.74% |     31.61% |     31.84% |     31.77%
    mpki                             |     218.70 |     232.81 |     218.24 |     227.22 |     213.98 |     231.07 |     232.30 |     234.24 |     235.23 |     234.26 |     235.58 |     234.76
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      21281 |      21577 |      21249 |      21537 |      21048 |      21541 |      21611 |      21587 |      21555 |      21426 |      21535 |      21388
    num cache misses                 |      20695 |      20932 |      20640 |      20933 |      20387 |      20905 |      20918 |      20965 |      20927 |      20829 |      20934 |      20808
    miss rate                        |     97.25% |     97.01% |     97.13% |     97.20% |     96.86% |     97.05% |     96.79% |     97.12% |     97.09% |     97.21% |     97.21% |     97.29%
    mpki                             |     230.16 |     245.63 |     229.18 |     239.59 |     225.11 |     243.79 |     244.48 |     247.10 |     248.20 |     247.08 |     249.05 |     248.02
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      20715 |      20952 |      20660 |      20951 |      20406 |      20925 |      20934 |      20983 |      20943 |      20850 |      20950 |      20824
    num cache misses                 |        725 |        727 |        722 |        726 |        772 |        726 |        726 |        725 |        725 |        727 |        724 |        726
    miss rate                        |      3.50% |      3.47% |      3.49% |      3.47% |      3.78% |      3.47% |      3.47% |      3.46% |      3.46% |      3.49% |      3.46% |      3.49%
    mpki                             |       8.06 |       8.53 |       8.02 |       8.31 |       8.52 |       8.47 |       8.49 |       8.54 |       8.60 |       8.62 |       8.61 |       8.65
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       8907 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     122.36 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      68.93 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     19.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        195 |        191 |        188 |        194 |        203 |        197 |        192 |        192 |        199 |        187 |        190 |        200
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
