                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    mpki                             |     152.84 |     152.55 |     162.67 |     162.96 |     154.01 |     163.33 |     162.55 |     159.64 |     151.74 |     155.79 |     154.05 |     154.04
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1878534 |    1868657 |    1940537 |    1943409 |    1880464 |    1946294 |    1939715 |    1913869 |    1850786 |    1894008 |    1863092 |    1873451
    num cache misses                 |    1642186 |    1643120 |    1693563 |    1696186 |    1655190 |    1695791 |    1695623 |    1696383 |    1684030 |    1671874 |    1692559 |    1677295
    miss rate                        |     87.42% |     87.93% |     87.27% |     87.28% |     88.02% |     87.13% |     87.42% |     88.64% |     90.99% |     88.27% |     90.85% |     89.53%
    mpki                             |     166.24 |     166.35 |     173.88 |     173.95 |     167.31 |     173.69 |     173.47 |     173.21 |     170.56 |     169.00 |     172.30 |     169.75
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1642198 |    1643132 |    1693575 |    1696198 |    1655208 |    1695804 |    1695635 |    1696395 |    1684042 |    1671888 |    1692571 |    1677308
    num cache misses                 |       1490 |       1487 |       1488 |       1488 |       1542 |       1488 |       1491 |       1489 |       1492 |       1511 |       1491 |       1493
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09%
    mpki                             |       0.15 |       0.15 |       0.15 |       0.15 |       0.16 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      17993 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      88.51 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      35.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        603 |        589 |        626 |        641 |        645 |        656 |        666 |        633 |        652 |        642 |        654 |        655
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
