                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14    
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    60039959 |    60040219 |    60028323 |    60029322 |    60026151 |    60028930 |    60030327 |    60034855 |    60020671 |    60040095 |    60031483 |    59982885 |    60033881 |    60031984 |    60016355
    num misses                       |         126 |         128 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         128 |         126 |         126 |         126 |         126 |         126
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |         175 |         180 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         178 |         174 |         174 |         174 |         174 |         174
    num misses                       |         117 |         121 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         119 |         116 |         116 |         116 |         116 |         116
    miss rate                        |      66.86% |      67.22% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.85% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |       15217 |       15334 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15270 |       15165 |       15165 |       15165 |       15165 |       15165
    num cache misses                 |        6274 |        5828 |        6972 |        6959 |        6960 |        7012 |        6920 |        6777 |        6907 |        5731 |        6595 |        6817 |        6777 |        6818 |        6712
    miss rate                        |      41.23% |      38.01% |      45.97% |      45.89% |      45.90% |      46.24% |      45.63% |      44.69% |      45.55% |      37.53% |      43.49% |      44.95% |      44.69% |      44.96% |      44.26%
    mpki                             |        0.13 |        0.12 |        0.14 |        0.14 |        0.14 |        0.14 |        0.14 |        0.14 |        0.14 |        0.11 |        0.13 |        0.14 |        0.14 |        0.14 |        0.13
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    60039959 |    60040219 |    60028323 |    60029322 |    60026151 |    60028930 |    60030327 |    60034855 |    60020671 |    60040095 |    60031483 |    59982885 |    60033881 |    60031984 |    60016355
    num cache misses                 |    31660843 |    31659121 |    31662926 |    31664143 |    31663931 |    31664310 |    31665026 |    31663953 |    31660265 |    31660208 |    31663297 |    31638937 |    31663483 |    31663430 |    31660589
    miss rate                        |      52.73% |      52.73% |      52.75% |      52.75% |      52.75% |      52.75% |      52.75% |      52.74% |      52.75% |      52.73% |      52.74% |      52.75% |      52.74% |      52.74% |      52.75%
    mpki                             |      631.69 |      631.65 |      631.85 |      631.87 |      631.90 |      631.88 |      631.87 |      631.81 |      631.88 |      631.67 |      631.83 |      631.85 |      631.81 |      631.83 |      631.93
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    31667151 |    31664986 |    31669933 |    31671136 |    31670924 |    31671355 |    31671980 |    31670765 |    31667207 |    31665977 |    31669926 |    31645787 |    31670294 |    31670282 |    31667334
    num cache misses                 |    31664669 |    31662959 |    31667651 |    31668849 |    31668355 |    31668786 |    31669654 |    31668426 |    31664590 |    31663870 |    31667645 |    31643206 |    31667941 |    31667755 |    31665179
    miss rate                        |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99%
    mpki                             |      631.76 |      631.72 |      631.95 |      631.96 |      631.98 |      631.96 |      631.97 |      631.89 |      631.97 |      631.74 |      631.91 |      631.94 |      631.90 |      631.91 |      632.02
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    31664708 |    31663001 |    31667687 |    31668885 |    31668389 |    31668821 |    31669689 |    31668462 |    31664626 |    31663910 |    31667683 |    31643240 |    31667977 |    31667791 |    31665214
    num cache misses                 |        2707 |        2760 |        2709 |        2689 |        2704 |        2702 |        2721 |        2703 |        2700 |        2699 |        2699 |        2698 |        2703 |        2703 |        2692
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.05 |        0.06 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       41291 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       93.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       39.57 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        1385 |        1388 |        1408 |        1403 |        1405 |        1413 |        1422 |        1403 |        1397 |        1356 |        1402 |        1406 |        1405 |        1406 |        1385
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
