                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num accesses                     |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20015334 |   19939052 |   19878764 |   19799885 |   19760677 |   19726704 |   19704958 |   19692870 |   19676619 |   19646664
    num cache misses                 |     679530 |     669741 |     660334 |     654757 |     650583 |     648094 |     646305 |     645879 |     644867 |     643348
    miss rate                        |      3.40% |      3.36% |      3.32% |      3.31% |      3.29% |      3.29% |      3.28% |      3.28% |      3.28% |      3.27%
    mpki                             |      16.94 |      16.76 |      16.57 |      16.50 |      16.42 |      16.39 |      16.36 |      16.36 |      16.35 |      16.34
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40240 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       6514 |       6657 |       6117 |       6637 |       6682 |       6690 |       6534 |       6672 |       6580 |       6230
    miss rate                        |     16.19% |     16.71% |     15.35% |     16.66% |     16.77% |     16.79% |     16.40% |     16.74% |     16.51% |     15.63%
    mpki                             |       0.16 |       0.17 |       0.15 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     686077 |     676431 |     666483 |     661426 |     657298 |     654815 |     652867 |     652580 |     651478 |     649609
    num cache misses                 |     617148 |     636046 |     645085 |     649636 |     650090 |     649222 |     648496 |     648202 |     647606 |     646682
    miss rate                        |     89.95% |     94.03% |     96.79% |     98.22% |     98.90% |     99.15% |     99.33% |     99.33% |     99.41% |     99.55%
    mpki                             |      15.38 |      15.91 |      16.19 |      16.37 |      16.41 |      16.42 |      16.42 |      16.42 |      16.42 |      16.42
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     617183 |     636081 |     645119 |     649670 |     650125 |     649253 |     648526 |     648231 |     647639 |     646715
    num cache misses                 |       2489 |       2414 |       2414 |       2415 |       2415 |       2415 |       2415 |       2415 |       2415 |       2415
    miss rate                        |      0.40% |      0.38% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      24222 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.47 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1159 |       1156 |       1150 |       1158 |       1154 |       1156 |       1156 |       1159 |       1162 |       1159
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
