                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num accesses                     |        168 |        168 |        166 |        164 |        166 |        166 |        165 |        170 |        162 |        166
    num misses                       |        119 |        119 |        117 |        115 |        117 |        117 |        116 |        121 |        114 |        117
    miss rate                        |     70.83% |     70.83% |     70.48% |     70.12% |     70.48% |     70.48% |     70.30% |     71.18% |     70.37% |     70.48%
    mpki                             |       0.98 |       0.98 |       0.97 |       0.95 |       0.97 |       0.97 |       0.96 |       0.99 |       0.95 |       0.97
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15262 |      15259 |      15182 |      15152 |      15202 |      15178 |      15157 |      15330 |      15129 |      15167
    num cache misses                 |       6636 |       6150 |       6463 |       6077 |       5904 |       6350 |       6351 |       5531 |       5891 |       6398
    miss rate                        |     43.48% |     40.30% |     42.57% |     40.11% |     38.84% |     41.84% |     41.90% |     36.08% |     38.94% |     42.18%
    mpki                             |      54.71 |      50.72 |      53.49 |      50.38 |      48.80 |      52.58 |      52.64 |      45.45 |      48.89 |      53.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40088 |      40076 |      39895 |      39798 |      39956 |      39879 |      39809 |      40235 |      39730 |      39846
    num cache misses                 |       7452 |       7235 |       7325 |       7146 |       7153 |       7359 |       7279 |       6817 |       6999 |       7349
    miss rate                        |     18.59% |     18.05% |     18.36% |     17.96% |     17.90% |     18.45% |     18.28% |     16.94% |     17.62% |     18.44%
    mpki                             |      61.44 |      59.66 |      60.62 |      59.24 |      59.13 |      60.93 |      60.33 |      56.02 |      58.09 |      60.88
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14122 |      13422 |      13824 |      13256 |      13094 |      13743 |      13663 |      12385 |      12921 |      13780
    num cache misses                 |       9873 |       9466 |       9833 |       9655 |       9511 |       9683 |       9946 |       9362 |       9499 |       9813
    miss rate                        |     69.91% |     70.53% |     71.13% |     72.83% |     72.64% |     70.46% |     72.80% |     75.59% |     73.52% |     71.21%
    mpki                             |      81.40 |      78.06 |      81.38 |      80.04 |      78.62 |      80.17 |      82.43 |      76.94 |      78.84 |      81.29
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9907 |       9505 |       9870 |       9689 |       9549 |       9718 |       9979 |       9400 |       9531 |       9846
    num cache misses                 |       2541 |       2559 |       2543 |       2520 |       2547 |       2538 |       2528 |       2584 |       2499 |       2526
    miss rate                        |     25.65% |     26.92% |     25.76% |     26.01% |     26.67% |     26.12% |     25.33% |     27.49% |     26.22% |     25.66%
    mpki                             |      20.95 |      21.10 |      21.05 |      20.89 |      21.05 |      21.01 |      20.95 |      21.23 |      20.74 |      20.92
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      25572 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      81.77 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     54.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1236 |       1245 |       1257 |       1255 |       1246 |       1254 |       1256 |       1243 |       1249 |       1256
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
