                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778126 |   15513505 |   15482521 |   15462178 |   15420497 |   15400245 |   15408649 |   15415191 |   15433091 |   15449769 |   15414441
    num misses                       |       6344 |       5212 |       5077 |       4992 |       4813 |       4728 |       4765 |       4793 |       4864 |       4936 |       4791
    miss rate                        |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.22 |       0.18 |       0.18 |       0.18 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.18 |       0.17
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       5273 |       5138 |       5053 |       4874 |       4789 |       4826 |       4854 |       4925 |       4997 |       4852
    num misses                       |        333 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.20% |      5.99% |      6.15% |      6.25% |      6.48% |      6.60% |      6.55% |      6.51% |      6.42% |      6.32% |      6.51%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2836939 |    2832335 |    2829313 |    2823119 |    2820111 |    2821360 |    2822334 |    2824991 |    2827469 |    2822220
    num cache misses                 |    1512194 |    1583497 |    1584291 |    1575702 |    1590281 |    1573553 |    1578893 |    1597406 |    1576784 |    1561536 |    1555713
    miss rate                        |     52.57% |     55.82% |     55.94% |     55.69% |     56.33% |     55.80% |     55.96% |     56.60% |     55.82% |     55.23% |     55.12%
    mpki                             |      52.58 |      56.05 |      56.20 |      55.97 |      56.65 |      56.13 |      56.29 |      56.93 |      56.12 |      55.52 |      55.44
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778126 |   15513505 |   15482521 |   15462178 |   15420497 |   15400245 |   15408649 |   15415191 |   15433091 |   15449769 |   15414441
    num cache misses                 |    1604136 |    1608041 |    1619843 |    1609479 |    1621792 |    1608836 |    1610012 |    1634796 |    1627046 |    1606090 |    1594975
    miss rate                        |     10.17% |     10.37% |     10.46% |     10.41% |     10.52% |     10.45% |     10.45% |     10.61% |     10.54% |     10.40% |     10.35%
    mpki                             |      55.78 |      56.92 |      57.46 |      57.17 |      57.77 |      57.39 |      57.40 |      58.26 |      57.91 |      57.10 |      56.84
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3117163 |    3192310 |    3204897 |    3185926 |    3212793 |    3183103 |    3189622 |    3232935 |    3204557 |    3168240 |    3151410
    num cache misses                 |    2142986 |    2188542 |    2209490 |    2213560 |    2224624 |    2225137 |    2219080 |    2238803 |    2238719 |    2223134 |    2213192
    miss rate                        |     68.75% |     68.56% |     68.94% |     69.48% |     69.24% |     69.90% |     69.57% |     69.25% |     69.86% |     70.17% |     70.23%
    mpki                             |      74.51 |      77.47 |      78.38 |      78.63 |      79.25 |      79.38 |      79.11 |      79.78 |      79.68 |      79.04 |      78.87
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2143836 |    2189331 |    2210258 |    2214321 |    2225361 |    2225862 |    2219807 |    2239553 |    2239457 |    2223765 |    2213931
    num cache misses                 |      31906 |      35022 |      35014 |      34987 |      34933 |      34938 |      34920 |      32169 |      34926 |      34828 |      34911
    miss rate                        |      1.49% |      1.60% |      1.58% |      1.58% |      1.57% |      1.57% |      1.57% |      1.44% |      1.56% |      1.57% |      1.58%
    mpki                             |       1.11 |       1.24 |       1.24 |       1.24 |       1.24 |       1.25 |       1.24 |       1.15 |       1.24 |       1.24 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     481165 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.92 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.49 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      29085 |      32649 |      32605 |      32688 |      32638 |      32551 |      32528 |      29877 |      32599 |      32472 |      32603
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
