                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    num accesses                     |         64 |         60 |         60 |         61 |         60 |         54 |         60 |         61 |         65
    num misses                       |         64 |         60 |         60 |         61 |         60 |         54 |         60 |         61 |         65
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       1.61 |       1.74 |       1.71 |       1.61 |       1.66 |       1.86 |       1.66 |       1.58 |       1.63
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4775 |       4182 |       4263 |       4592 |       4424 |       3512 |       4437 |       4657 |       4784
    num cache misses                 |       2023 |       2213 |       2260 |       2113 |       2108 |       1943 |       2231 |       2226 |       2248
    miss rate                        |     42.37% |     52.92% |     53.01% |     46.01% |     47.65% |     55.32% |     50.28% |     47.80% |     46.99%
    mpki                             |      50.91 |      64.06 |      64.47 |      55.78 |      58.32 |      66.80 |      61.55 |      57.49 |      56.50
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10443 |       8485 |       8560 |       9566 |       8679 |       6761 |       8707 |       9964 |      10463
    num cache misses                 |       1470 |       1625 |       1628 |       1569 |       1523 |       1442 |       1621 |       1630 |       1581
    miss rate                        |     14.08% |     19.15% |     19.02% |     16.40% |     17.55% |     21.33% |     18.62% |     16.36% |     15.11%
    mpki                             |      36.99 |      47.04 |      46.44 |      41.42 |      42.13 |      49.58 |      44.72 |      42.09 |      39.74
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3510 |       3849 |       3899 |       3694 |       3645 |       3395 |       3864 |       3869 |       3849
    num cache misses                 |       1592 |       1553 |       1554 |       1462 |       1511 |       1268 |       1499 |       1552 |       1550
    miss rate                        |     45.36% |     40.35% |     39.86% |     39.58% |     41.45% |     37.35% |     38.79% |     40.11% |     40.27%
    mpki                             |      40.06 |      44.95 |      44.33 |      38.59 |      41.80 |      43.60 |      41.35 |      40.08 |      38.96
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       1613 |       1564 |       1565 |       1479 |       1528 |       1281 |       1514 |       1568 |       1572
    num cache misses                 |        772 |        681 |        694 |        723 |        699 |        602 |        707 |        724 |        777
    miss rate                        |     47.86% |     43.54% |     44.35% |     48.88% |     45.75% |     46.99% |     46.70% |     46.17% |     49.43%
    mpki                             |      19.43 |      19.71 |      19.80 |      19.09 |      19.34 |      20.70 |      19.50 |      18.70 |      19.53
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       6387 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     284.76 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     231.33 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     76.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |        179 |        158 |        163 |        163 |        160 |        144 |        163 |        164 |        179
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
