                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        118 |        119 |        124 |        120 |        111 |        116 |        115 |        118 |        111 |        115 |        108 |        111 |        111
    num misses                       |        116 |        117 |        122 |        118 |        110 |        114 |        113 |        116 |        110 |        113 |        107 |        110 |        110
    miss rate                        |     98.31% |     98.32% |     98.39% |     98.33% |     99.10% |     98.28% |     98.26% |     98.31% |     99.10% |     98.26% |     99.07% |     99.10% |     99.10%
    mpki                             |       0.96 |       0.93 |       0.88 |       0.86 |       0.93 |       0.95 |       0.95 |       0.96 |       0.94 |       0.95 |       0.91 |       0.93 |       0.94
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15134 |      15162 |      15458 |      15353 |      14916 |      15094 |      14987 |      15154 |      14868 |      14985 |      14851 |      14906 |      14873
    num cache misses                 |       6512 |       6013 |       5494 |       5633 |       6713 |       6252 |       6457 |       5959 |       6297 |       6595 |       6387 |       6767 |       6689
    miss rate                        |     43.03% |     39.66% |     35.54% |     36.69% |     45.01% |     41.42% |     43.08% |     39.32% |     42.35% |     44.01% |     43.01% |     45.40% |     44.97%
    mpki                             |      54.03 |      47.97 |      39.70 |      40.86 |      56.88 |      52.01 |      54.40 |      49.39 |      53.60 |      55.57 |      54.42 |      57.37 |      56.90
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39711 |      39846 |      40209 |      39967 |      39188 |      39697 |      39471 |      39799 |      39003 |      39459 |      38955 |      39159 |      39033
    num cache misses                 |       9213 |       8999 |       8373 |       8617 |       9402 |       9141 |       9186 |       8901 |       8975 |       9357 |       9034 |       9441 |       9296
    miss rate                        |     23.20% |     22.58% |     20.82% |     21.56% |     23.99% |     23.03% |     23.27% |     22.36% |     23.01% |     23.71% |     23.19% |     24.11% |     23.82%
    mpki                             |      76.44 |      71.79 |      60.50 |      62.51 |      79.66 |      76.04 |      77.40 |      73.78 |      76.40 |      78.85 |      76.97 |      80.04 |      79.07
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15757 |      15045 |      13901 |      14283 |      16146 |      15424 |      15674 |      14892 |      15303 |      15983 |      15452 |      16238 |      16017
    num cache misses                 |      12470 |      12320 |      11227 |      11623 |      12568 |      12463 |      12438 |      12202 |      12119 |      12626 |      12075 |      12614 |      12390
    miss rate                        |     79.14% |     81.89% |     80.76% |     81.38% |     77.84% |     80.80% |     79.35% |     81.94% |     79.19% |     79.00% |     78.15% |     77.68% |     77.36%
    mpki                             |     103.46 |      98.28 |      81.12 |      84.32 |     106.49 |     103.68 |     104.80 |     101.14 |     103.16 |     106.39 |     102.88 |     106.94 |     105.39
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12503 |      12355 |      11263 |      11658 |      12600 |      12496 |      12471 |      12236 |      12152 |      12659 |      12108 |      12645 |      12423
    num cache misses                 |       2554 |       2573 |       2633 |       2584 |       2482 |       2530 |       2502 |       2567 |       2477 |       2511 |       2455 |       2489 |       2483
    miss rate                        |     20.43% |     20.83% |     23.38% |     22.17% |     19.70% |     20.25% |     20.06% |     20.98% |     20.38% |     19.84% |     20.28% |     19.68% |     19.99%
    mpki                             |      21.19 |      20.53 |      19.02 |      18.75 |      21.03 |      21.05 |      21.08 |      21.28 |      21.08 |      21.16 |      20.92 |      21.10 |      21.12
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      33191 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      95.92 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      42.49 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     70.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1297 |       1289 |       1284 |       1286 |       1282 |       1301 |       1293 |       1300 |       1286 |       1298 |       1271 |       1291 |       1291
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
