                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num accesses                     |        125 |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        120
    num misses                       |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     98.40% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5519 |       6267 |       6304 |       6072 |       6424 |       5698 |       5744 |       6412 |       6015 |       6206 |       5984 |       5887
    miss rate                        |     35.99% |     41.33% |     41.57% |     40.04% |     42.36% |     37.58% |     37.88% |     42.28% |     39.67% |     40.93% |     39.46% |     38.82%
    mpki                             |       0.09 |       0.10 |       0.10 |       0.10 |       0.11 |       0.09 |       0.10 |       0.11 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40233 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       7443 |       8301 |       8254 |       8175 |       8416 |       7848 |       7979 |       8427 |       8076 |       8368 |       8140 |       7965
    miss rate                        |     18.50% |     20.83% |     20.72% |     20.52% |     21.12% |     19.70% |     20.03% |     21.15% |     20.27% |     21.00% |     20.43% |     19.99%
    mpki                             |       0.12 |       0.14 |       0.14 |       0.14 |       0.14 |       0.13 |       0.13 |       0.14 |       0.13 |       0.14 |       0.14 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12995 |      14602 |      14588 |      14278 |      14872 |      13577 |      13755 |      14870 |      14123 |      14605 |      14154 |      13884
    num cache misses                 |      10576 |      11751 |      11587 |      11747 |      11943 |      11020 |      11399 |      11923 |      11357 |      11825 |      11685 |      11104
    miss rate                        |     81.39% |     80.48% |     79.43% |     82.27% |     80.31% |     81.17% |     82.87% |     80.18% |     80.41% |     80.97% |     82.56% |     79.98%
    mpki                             |       0.18 |       0.20 |       0.19 |       0.20 |       0.20 |       0.18 |       0.19 |       0.20 |       0.19 |       0.20 |       0.19 |       0.18
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10609 |      11785 |      11617 |      11778 |      11975 |      11051 |      11433 |      11955 |      11390 |      11856 |      11715 |      11137
    num cache misses                 |       2635 |       2581 |       2586 |       2576 |       2581 |       2565 |       2576 |       2582 |       2572 |       2576 |       2578 |       2571
    miss rate                        |     24.84% |     21.90% |     22.26% |     21.87% |     21.55% |     23.21% |     22.53% |     21.60% |     22.58% |     21.73% |     22.01% |     23.09%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31312 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      92.67 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1289 |       1305 |       1314 |       1313 |       1317 |       1292 |       1297 |       1311 |       1306 |       1307 |       1309 |       1308
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
