                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num misses                       |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20015334 |   19927549 |   19839511 |   19789237 |   19744163 |   19709002 |   19689711 |   19674190 |   19678355 |   19634410
    num cache misses                 |     678327 |     668936 |     659998 |     653945 |     650229 |     647553 |     645990 |     644904 |     643917 |     643574
    miss rate                        |      3.39% |      3.36% |      3.33% |      3.30% |      3.29% |      3.29% |      3.28% |      3.28% |      3.27% |      3.28%
    mpki                             |      16.91 |      16.75 |      16.60 |      16.49 |      16.43 |      16.39 |      16.37 |      16.35 |      16.32 |      16.35
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40240 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       5813 |       6308 |       6436 |       6371 |       6595 |       6532 |       6515 |       6343 |       6062 |       6587
    miss rate                        |     14.45% |     15.83% |     16.15% |     15.99% |     16.55% |     16.39% |     16.35% |     15.92% |     15.21% |     16.53%
    mpki                             |       0.14 |       0.16 |       0.16 |       0.16 |       0.17 |       0.17 |       0.17 |       0.16 |       0.15 |       0.17
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     684176 |     675274 |     666465 |     660346 |     656853 |     654115 |     652536 |     651279 |     650009 |     650191
    num cache misses                 |     615427 |     634532 |     644874 |     648531 |     649320 |     648181 |     647671 |     647302 |     646159 |     646168
    miss rate                        |     89.95% |     93.97% |     96.76% |     98.21% |     98.85% |     99.09% |     99.25% |     99.39% |     99.41% |     99.38%
    mpki                             |      15.34 |      15.88 |      16.22 |      16.35 |      16.41 |      16.41 |      16.41 |      16.41 |      16.38 |      16.42
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     615464 |     634564 |     644910 |     648563 |     649349 |     648211 |     647705 |     647338 |     646191 |     646200
    num cache misses                 |       2490 |       2414 |       2415 |       2414 |       2415 |       2414 |       2415 |       2414 |       2414 |       2415
    miss rate                        |      0.40% |      0.38% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      24221 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.40 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      33.97 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1152 |       1154 |       1152 |       1160 |       1154 |       1156 |       1153 |       1164 |       1158 |       1154
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
