                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num accesses                     |   36054987 |   36055649 |   36055631 |   36055620 |   36055543 |   36055295 |   36055119 |   36055560 |   36054443 |   36055618
    num misses                       |         69 |         71 |         71 |         71 |         71 |         69 |         69 |         71 |         69 |         71
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        109 |        114 |        113 |        113 |        111 |        109 |        109 |        112 |        109 |        113
    num misses                       |        109 |        112 |        111 |        111 |        109 |        109 |        109 |        110 |        109 |        111
    miss rate                        |    100.00% |     98.25% |     98.23% |     98.23% |     98.20% |    100.00% |    100.00% |     98.21% |    100.00% |     98.23%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8524835 |    8525013 |    8525006 |    8525005 |    8524975 |    8524908 |    8524867 |    8524984 |    8524707 |    8525005
    num cache misses                 |        437 |        474 |        469 |        468 |        452 |        437 |        437 |        455 |        437 |        468
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   36054987 |   36055649 |   36055631 |   36055620 |   36055543 |   36055295 |   36055119 |   36055560 |   36054443 |   36055618
    num cache misses                 |    2119569 |    2119624 |    2119624 |    2119623 |    2119613 |    2119587 |    2119577 |    2119613 |    2119537 |    2119623
    miss rate                        |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88%
    mpki                             |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2120023 |    2120121 |    2120115 |    2120111 |    2120083 |    2120041 |    2120031 |    2120087 |    2119991 |    2120111
    num cache misses                 |       3776 |       3828 |       3823 |       3821 |       3796 |       3776 |       3776 |       3798 |       3776 |       3821
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3794 |       3852 |       3846 |       3842 |       3815 |       3794 |       3794 |       3818 |       3794 |       3842
    num cache misses                 |       3776 |       3826 |       3821 |       3819 |       3794 |       3776 |       3776 |       3796 |       3776 |       3819
    miss rate                        |     99.53% |     99.33% |     99.35% |     99.40% |     99.45% |     99.53% |     99.53% |     99.42% |     99.53% |     99.40%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      12653 |          0 |          0 |          0 |      12676 |          0 |          0 |          0 |      12650 |          0
  average dram access latency (ns)   |      67.37 |        inf |        inf |        inf |      66.83 |        inf |        inf |        inf |      67.01 |        inf
  average dram queueing delay        |      13.94 |       0.00 |       0.00 |       0.00 |      13.41 |       0.00 |       0.00 |       0.00 |      13.58 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        151 |        165 |        165 |        164 |        154 |        151 |        151 |        154 |        151 |        164
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
