                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num cache misses                 |     551309 |     546860 |     533530 |     553109 |     554166 |     553630 |     551603 |     556669 |     553817 |     557434 |     556141 |     555440
    miss rate                        |     15.82% |     15.63% |     14.62% |     16.08% |     16.02% |     15.98% |     15.91% |     16.18% |     15.99% |     16.18% |     16.09% |     16.09%
    mpki                             |      85.80 |      84.79 |      79.29 |      87.06 |      86.81 |      86.62 |      86.22 |      87.60 |      86.66 |      87.63 |      87.19 |      87.18
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     938661 |     928500 |     877989 |     936834 |     938009 |     933939 |     933254 |     940751 |     932183 |     939118 |     940471 |     938255
    num cache misses                 |     762667 |     759072 |     726546 |     772499 |     773265 |     772886 |     770943 |     778568 |     772605 |     778830 |     775449 |     776892
    miss rate                        |     81.25% |     81.75% |     82.75% |     82.46% |     82.44% |     82.76% |     82.61% |     82.76% |     82.88% |     82.93% |     82.45% |     82.80%
    mpki                             |     118.70 |     117.70 |     107.98 |     121.59 |     121.14 |     120.92 |     120.51 |     122.51 |     120.89 |     122.44 |     121.57 |     121.94
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     762694 |     759099 |     726581 |     772518 |     773286 |     772908 |     770966 |     778591 |     772627 |     778849 |     775472 |     776911
    num cache misses                 |       4474 |       4476 |       4557 |       4487 |       4487 |       4486 |       4484 |       4484 |       4485 |       4485 |       4487 |       4483
    miss rate                        |      0.59% |      0.59% |      0.63% |      0.58% |      0.58% |      0.58% |      0.58% |      0.58% |      0.58% |      0.58% |      0.58% |      0.58%
    mpki                             |       0.70 |       0.69 |       0.68 |       0.71 |       0.70 |       0.70 |       0.70 |       0.71 |       0.70 |       0.71 |       0.70 |       0.70
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      55078 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      70.95 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      17.52 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2590 |       2587 |       2568 |       2602 |       2617 |       2603 |       2582 |       2594 |       2572 |       2613 |       2585 |       2591
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
