                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    num accesses                     |        120 |        120 |        125 |        125 |        120 |        121 |        123 |        120 |        120
    num misses                       |        118 |        118 |        123 |        123 |        118 |        119 |        121 |        118 |        118
    miss rate                        |     98.33% |     98.33% |     98.40% |     98.40% |     98.33% |     98.35% |     98.37% |     98.33% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15332 |      15333 |      15164 |      15204 |      15269 |      15164 |      15164
    num cache misses                 |       5711 |       5491 |       5332 |       5495 |       5768 |       5592 |       5663 |       5279 |       5458
    miss rate                        |     37.66% |     36.21% |     34.78% |     35.84% |     38.04% |     36.78% |     37.09% |     34.81% |     35.99%
    mpki                             |       0.10 |       0.09 |       0.09 |       0.09 |       0.10 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      39845 |      40245 |      40238 |      39845 |      39962 |      40103 |      39845 |      39845
    num cache misses                 |       5874 |       5693 |       5827 |       5912 |       5924 |       5925 |       5886 |       5595 |       5790
    miss rate                        |     14.74% |     14.29% |     14.48% |     14.69% |     14.87% |     14.83% |     14.68% |     14.04% |     14.53%
    mpki                             |       0.10 |       0.09 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.09 |       0.10
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11619 |      11218 |      11192 |      11441 |      11727 |      11549 |      11580 |      10908 |      11282
    num cache misses                 |       6988 |       6724 |       6806 |       6462 |       6820 |       6385 |       6324 |       6464 |       6694
    miss rate                        |     60.14% |     59.94% |     60.81% |     56.48% |     58.16% |     55.29% |     54.61% |     59.26% |     59.33%
    mpki                             |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       7022 |       6759 |       6839 |       6496 |       6856 |       6417 |       6356 |       6499 |       6729
    num cache misses                 |       2498 |       2504 |       2559 |       2562 |       2493 |       2521 |       2487 |       2503 |       2482
    miss rate                        |     35.57% |     37.05% |     37.42% |     39.44% |     36.36% |     39.29% |     39.13% |     38.51% |     36.89%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22710 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.18 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      31.75 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1217 |       1217 |       1212 |       1214 |       1225 |       1217 |       1180 |       1227 |       1217
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
