                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num cache accesses               |      39002 |      39749 |      40214 |      39774 |      39847 |      38955 |      39447 |      39223 |      40188 |      38993 |      38980 |      38953 |      38633
    num cache misses                 |       8565 |       8258 |       7719 |       8294 |       8312 |       8613 |       8549 |       8364 |       8151 |       8573 |       8558 |       8572 |       8334
    miss rate                        |     21.96% |     20.78% |     19.19% |     20.85% |     20.86% |     22.11% |     21.67% |     21.32% |     20.28% |     21.99% |     21.95% |     22.01% |     21.57%
    mpki                             |      72.89 |      68.50 |      63.45 |      68.78 |      68.84 |      73.37 |      72.04 |      70.82 |      67.09 |      72.98 |      72.86 |      73.03 |      71.47
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15205 |      14415 |      13211 |      14546 |      14435 |      15228 |      15183 |      14644 |      14067 |      15066 |      15157 |      15134 |      14640
    num cache misses                 |      12604 |      12152 |      11140 |      12289 |      12132 |      12564 |      12539 |      12496 |      11713 |      12438 |      12286 |      12332 |      11927
    miss rate                        |     82.89% |     84.30% |     84.32% |     84.48% |     84.05% |     82.51% |     82.59% |     85.33% |     83.27% |     82.56% |     81.06% |     81.49% |     81.47%
    mpki                             |     107.27 |     100.80 |      91.58 |     101.92 |     100.48 |     107.03 |     105.67 |     105.81 |      96.41 |     105.89 |     104.59 |     105.07 |     102.28
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12636 |      12186 |      11178 |      12323 |      12166 |      12596 |      12571 |      12528 |      11749 |      12470 |      12320 |      12366 |      11960
    num cache misses                 |       2490 |       2554 |       2633 |       2564 |       2577 |       2482 |       2509 |       2500 |       2630 |       2491 |       2485 |       2473 |       2441
    miss rate                        |     19.71% |     20.96% |     23.56% |     20.81% |     21.18% |     19.70% |     19.96% |     19.96% |     22.38% |     19.98% |     20.17% |     20.00% |     20.41%
    mpki                             |      21.19 |      21.19 |      21.64 |      21.26 |      21.34 |      21.14 |      21.14 |      21.17 |      21.65 |      21.21 |      21.16 |      21.07 |      20.93
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      33257 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      89.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      36.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     62.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1292 |       1301 |       1290 |       1309 |       1305 |       1295 |       1294 |       1304 |       1308 |       1299 |       1303 |       1290 |       1269
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
