                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    num cache accesses               |    4564613 |    4529827 |    4460110 |    4459731 |    4463997 |    4493335 |    4468329 |    4516278 |    4533504 |    4530221 |    4536704
    num cache misses                 |    1172400 |    1235570 |    1309096 |    1308993 |    1309841 |    1228215 |    1304405 |    1209607 |    1269851 |    1256319 |    1261522
    miss rate                        |     25.68% |     27.28% |     29.35% |     29.35% |     29.34% |     27.33% |     29.19% |     26.78% |     28.01% |     27.73% |     27.81%
    mpki                             |     118.51 |     125.86 |     135.43 |     135.44 |     135.39 |     126.12 |     134.70 |     123.58 |     129.24 |     127.96 |     128.30
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1542039 |    1595916 |    1662016 |    1659453 |    1659044 |    1578051 |    1651255 |    1559197 |    1619904 |    1605526 |    1610983
    num cache misses                 |    1385318 |    1388925 |    1428986 |    1429842 |    1429445 |    1426900 |    1431305 |    1419263 |    1402268 |    1405288 |    1401421
    miss rate                        |     89.84% |     87.03% |     85.98% |     86.16% |     86.16% |     90.42% |     86.68% |     91.03% |     86.56% |     87.53% |     86.99%
    mpki                             |     140.03 |     141.48 |     147.84 |     147.94 |     147.76 |     146.53 |     147.80 |     145.00 |     142.72 |     143.13 |     142.53
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1385336 |    1388941 |    1429000 |    1429856 |    1429458 |    1426913 |    1431317 |    1419275 |    1402284 |    1405301 |    1401435
    num cache misses                 |       1539 |       1489 |       1481 |       1484 |       1486 |       1487 |       1486 |       1487 |       1490 |       1489 |       1491
    miss rate                        |      0.11% |      0.11% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.11% |      0.11% |      0.11%
    mpki                             |       0.16 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      16444 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.99 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.56 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        683 |        639 |        686 |        672 |        661 |        683 |        674 |        695 |        658 |        677 |        693
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
