                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    miss rate                        |     91.34% |     91.34% |     91.34% |     91.34% |     91.67% |     91.34% |     91.34% |     91.34% |     91.34%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15171 |      15171 |      15171 |      15171 |      15340 |      15171 |      15171 |      15171 |      15171
    num cache misses                 |       5009 |       5530 |       5622 |       5709 |       4731 |       5306 |       5801 |       5650 |       5583
    miss rate                        |     33.02% |     36.45% |     37.06% |     37.63% |     30.84% |     34.97% |     38.24% |     37.24% |     36.80%
    mpki                             |       0.07 |       0.08 |       0.08 |       0.08 |       0.07 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |   60009333 |   59697432 |   59733003 |   59993743 |   60040250 |   59845464 |   59881772 |   59811178 |   59784016
    num cache misses                 |   15437349 |   15437672 |   15437765 |   15437838 |   15437167 |   15437575 |   15437803 |   15437775 |   15437732
    miss rate                        |     25.72% |     25.86% |     25.84% |     25.73% |     25.71% |     25.80% |     25.78% |     25.81% |     25.82%
    mpki                             |     220.27 |     221.42 |     221.29 |     220.33 |     220.15 |     220.87 |     220.74 |     221.00 |     221.10
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15442396 |   15443236 |   15443422 |   15443582 |   15441937 |   15442916 |   15443636 |   15443458 |   15443348
    num cache misses                 |   15438417 |   15438526 |   15438521 |   15438348 |   15438524 |   15438706 |   15438185 |   15438248 |   15438253
    miss rate                        |     99.97% |     99.97% |     99.97% |     99.97% |     99.98% |     99.97% |     99.96% |     99.97% |     99.97%
    mpki                             |     220.28 |     221.43 |     221.30 |     220.34 |     220.17 |     220.89 |     220.75 |     221.01 |     221.11
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15438456 |   15438562 |   15438557 |   15438383 |   15438565 |   15438743 |   15438218 |   15438284 |   15438287
    num cache misses                 |       2475 |       2460 |       2477 |       2472 |       2559 |       2489 |       2446 |       2449 |       2460
    miss rate                        |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22468 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.52 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      26.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1180 |       1171 |       1188 |       1182 |       1197 |       1189 |       1165 |       1170 |       1171
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
